question,expected_answer,model_answer,clean_model_answer,is_correct,answer_type,question_type
شرکت عرضه کننده بازی های فال اوت و الدر اسکورولز که بازی رستاخیز را هم عرضه کرده است چه نام دارد ؟,بتزدا,بتزدا,بتزدا,True,گروه یا سازمان,پل
شرکت زیر مجموعه ماکروسافت که بازی رستاخیز را برای ویندوز، اکس باکس و پلی استیشن عرضه کرده است چه نام دارد ؟,بتزدا,بتسدا,بتسدا,True,گروه یا سازمان,پل
آیا ماکروسافت شرکت منتشر کننده بازی رستاخیز را در سال ۲۰۲۰ خریداری کرده است ؟,بله,بله,بله,True,بلی/خیر,پل
در جنگی که آنه فرانک در آن کشته شد حدود چند نفر کشته شدند ؟,۷۰ تا ۸۵ میلیون,حدود ۱۱ میلیون,حدود ۱۱ میلیون,False,شماره,پل
چند کشور جهان در جنگی که آنه فرانک در آن کشته شد درگیر شدند ؟,30 کشور,بیش از ۳۰,بیش از ۳۰,True,شماره,پل
عنصر اصلی ماده ای که پودر سنگ از آن بر اثر نیروی سایش یخچال ها بر کف یخچال به وجود می‌آید چیست ؟,سلیس,کلسیم,کلسیم,False,اسامی خاص دیگر,پل
کدام یک از فیلم هایی که موسیقی آن در استودیو بل ضبط شده است در روزهای دوشنبه پخش می شد ؟,سربداران,نمی‌دانم,نمی‌دانم,False,اسامی عام,پل
نوسینده کدام یک از فیلم هایی که در استودیو  بل ضبط شده است کیهان رهگذار بوده است ؟,بله,کیهان رهگذار,کیهان رهگذار,True,بلی/خیر,مقایسه‌ای
پادشاه افغانی که سد سرده در زمان آن ساخته شد به مدت چند سال بر افغانستان حمک فرمایی کرد ؟,چهل سال,سی سال,سی سال,False,شماره,پل
آیا پادشاه افغانی که سد سرده در زمان آن ساخته شد توانست دوره‌ای از صلح پایدار را در افغانستان برقرار کند ؟,بله,خیر,خیر,False,بلی/خیر,پل
در جشنواره ای که نخستین نمایش فیلم اگر سنگ از آسمان ببارد در آن انجام شد چه کسی رئیس هیئت داوران بود ؟,جرج میلر,عباس کیارستمی,عباس کیارستمی,False,شخص,پل
در جشنواره ای که نخستین نمایش فیلم اگر سنگ از آسمان ببارد در آن انجام شد شهاب حسینی جایزه بهترین بازیگر نقش اول مرد را دریافت کرد ؟,بله,جشنواره فجر,جشنواره فجر,False,بلی/خیر,پل
بازیگر نقش اصلی فیلم تنر هال در کدام فیلم به همراه کیت بلانشت نقش آفرینی کرده است ؟,کوچه کابوس,بازی‌های گرسنگی,بازی‌های گرسنگی,False,اسامی عام,پل
کدام بازیگر فیلم تریپل اکس موسیقی‌دان اهل ایالات متحده آمریما است ؟,ایو,وین دیزل,وین دیزل,False,شخص,پل
آیا کارگردان دو فیلم استخراج و ماشین پلیس جان واتس می باشد ؟,خیر,خیر,خیر,True,بلی/خیر,مقایسه‌ای
کارگردان فیلم استخراج از چه سالی مشغول به فعالیت است ؟,2005,از ۲۰۰۲,از ۲۰۰۲,False,تاریخ,پل
آیا ایو و استیون سی میلر هر دو آمریکایی هستند ؟,بله,بله,بله,True,بلی/خیر,مقایسه‌ای
کارگردان دو فیلم پرومتئوس و مجموعه فیلم بیگانه چه کسی می باشد ؟,ریدلی اسکات,Ridley Scott,Ridley Scott,True,شخص,مقایسه‌ای
آیا قورباغه ها و مارمولک‌ها هر دو از راسته بی‌دمان هستند ؟,خیر,خیر,خیر,True,بلی/خیر,مقایسه‌ای
کدام زبان برنامه نویسی که توسط بلوفیش پشتیبانی می شود از لحاظ نحو شبیه به سی‌شارپ است ؟,والا,دارت,دارت,False,اسامی عام,پل
در کدام کتاب از سردبیر مجله کارنامه از حسین پاینده به عنوان منتقدی که به پیش برد نقد ادبی یاری رسانده یاد شده است ؟,باغ در باغ,نقد ادبی,نقد ادبی,False,کار هنری,پل
آیا نویسنده کتاب باغ در باغ از تأثیرگذارترین داستان‌نویسان معاصر زبان فارسی بوده است ؟,بله,بله,بله,True,بلی/خیر,پل
مجله ای که پل جرج کلبنیکوف به مدت ده سال برای آن کار می کرد توسط چه کسی تاسیس شد ؟,بیسی فوربز,آرتور کستنر,آرتور کستنر,False,شخص,پل
از بین نگاناسان‌ها و مردم انتس جمعیت کدام کمتر است ؟,انتس,نگاناسان‌ها,نگاناسان‌ها,False,گروه یا سازمان,مقایسه‌ای
آیا شغل اصلی نگاناسان‌ها و مردم انتس دامپروری در گله‌های گوزن شمالی می‌باشد ؟,بله,بله,بله,True,بلی/خیر,مقایسه‌ای
آیا نگاناسان‌ها و مردم انتس هر دو به زبان نگاناسانی تکلم می کنند ؟,خیر,بله,بله,False,بلی/خیر,مقایسه‌ای
آیا نگاناسان‌ها و مردم انتس هر دو نزدیک به مدار قطب شمال به‌سر می‌برند ؟,خیر,بله,بله,False,بلی/خیر,مقایسه‌ای
کدام یک از بازیگران فیلم آخرین شکارچی جادوگر برنده اسکار و گلدن گلوب شده است ؟,مایکل کین,وین دیزل,وین دیزل,False,شخص,پل
آیا شرکت تکمو در همان سالی که بازی نینجا گایدن اولین بار در آمریکای شمالی عرضه شد تاسیس گردید ؟,خیر,بله,بله,False,بلی/خیر,مقایسه‌ای
تصویرگر مجموعه شکار جانور شگفت‌انگیز از اعضای کدام گروه نقاشان بود ؟,پیشارافائلی,نقاشان پیشرو,نقاشان پیشرو,False,گروه یا سازمان,پل
 کدام یک از نشانه های آبله‌میمون باعث می شود بسیاری از میکروب ها توانایی رشد نداشته باشند ؟,تب,پروتئین,پروتئین,False,اسامی عام,پل
آیا موسس سورا ال‌تی‌دی مجموعه بازی برادران سوپر اسمش را منتشر کرده است  ؟,خیر,بله,بله,False,بلی/خیر,پل
شرکت منتشر کننده آهنگ بیلی جین در چه سالی بنیان‌گذاشته شد ؟,سال 1953,۱۹۵۸,۱۹۵۸,False,تاریخ,پل
کسی که شخصیت های مجموعه تجربیات سریالی لین را طراحی کرده عمدتا در کدام حوزه کار می کند ؟,انیمه و مانگا,بازی‌سازی,بازی‌سازی,False,کار هنری,پل
کدام یک از مردمانی که از تکنیک تیراندازی با کمان استفاده می کردند قومی از نژاد زرد هستند ؟,مغول‌ها,مغول‌ها,مغول‌ها,True,گروه یا سازمان,پل
کدام یک از فلزات نجیب به معنی زنده می باشد ؟,جیوه,طلا,طلا,False,اسامی عام,پل
آیا نقره زنده به عنوان فلزات نجیب شناخته می شود ؟,بله,خیر,خیر,False,بلی/خیر,پل
کنسول بازی که ایس کمبت ۷: آسمان‌های ناشناخته در ژانویه 2019 برای آن منتشر شد توسط کدام شرکت معرفی شده است ؟,مایکروسافت,سونی,سونی,False,گروه یا سازمان,پل
آیا شرکت نینتندو زودتر از شرکت تکمو تاسیس شد ؟,خیر,بله,بله,False,بلی/خیر,مقایسه‌ای
آیا جایزه ادبی من بوکر و جوایز گلدن گلوب هر دو به بهترین تولیدات سینمایی و تلویزیونی، هم داخلی و هم خارجی اهدا می‌گردد ؟,خیر,خیر,خیر,True,بلی/خیر,مقایسه‌ای
آیا نخستین جوایز گلدن گلوب زودتر از جایزه شیر طلایی اهدا گردید ؟,بله,خیر,خیر,False,بلی/خیر,مقایسه‌ای
آیا نینجا گایدن و ندای وظیفه هر دو توسط یک شرکت منتشر شده اند ؟,خیر,خیر,خیر,True,بلی/خیر,مقایسه‌ای
آیا شرکت منتشر کننده نینجا گایدن بازی ندای وظیفه را منتشر کرده است ؟,خیر,خیر,خیر,True,بلی/خیر,پل
آیا کسی که بازی سوپرتاکس را توسعه داده بازی ندای وظیفه را منتشر کرده است ؟,خیر,بله,بله,False,بلی/خیر,پل
آیا بازی ندای وظیفه و بازی ایس کمبت ۷: آسمان‌های هر دو توسط یک فرد منتشر شده اند ؟,خیر,خیر,خیر,True,بلی/خیر,مقایسه‌ای
آیا کارگردان فیلم آلیس در شهرها نوسینده فیلم پرومتئوس بوده است ؟,خیر,خیر,خیر,True,بلی/خیر,پل
آیا فیلم آلیس در شهرها و فیلم پرومتئوس محصول یک سال می باشند ؟,خیر,خیر,خیر,True,بلی/خیر,مقایسه‌ای
آیا فیلمبرداری فیلم آلیس در شهرها توسط  نویسندگان فیلم پرومتئوس انجام شده است ؟,خیر,خیر,خیر,True,بلی/خیر,پل
آیا فیلم آلیس در شهرها و فیلم نیمه ماه مارس درام می باشند ؟,بله,بله,بله,True,بلی/خیر,مقایسه‌ای
آیا فیلم آلیس در شهرها و فیلم نیمه ماه مارس توسط ویم وندرس کارگردانی شده اند ؟,خیر,بله,بله,False,بلی/خیر,مقایسه‌ای
خانواده سلطنتی شیخ خلیفه بن حمد بن خلیفه آل ثانی از چه سالی بر کشور قطر حکمرانی می‌کنند ؟,سال 1850,سال ۱۹۷۲,سال ۱۹۷۲,False,تاریخ,پل
آیا از خانواده سلطنتی شیخ خلیفه بن حمد بن خلیفه آل ثانی تاکنون 9 نفر به‌عنوان امیر قطر منصوب شده‌اند ؟,بله,خیر,خیر,False,بلی/خیر,پل
کدام یک از فیلم هایی که حفیصه حرزی در آن نقش داشته نخستین بار در بخش رقابتی جشنواره فیلم کن ۲۰۱۱ اکران شد ؟,خانه بردباری,آشغال‌های دوست‌داشتنی,آشغال‌های دوست‌داشتنی,False,اسامی عام,پل
کدام یک از فیلم هایی که حفیصه حرزی در آن نقش داشته در سبک درام است ؟,خانه بردباری,آباجی,آباجی,False,اسامی عام,پل
کدام یک از فیلم هایی که حفیصه حرزی در آن نقش داشته در سال ۲۰۱۱ منتشر شد ؟,خانه بردباری,چند متر مکعب عشق,چند متر مکعب عشق,False,اسامی عام,پل
کارگردان کدام یک از فیلم هایی که حفیصه حرزی در آن نقش داشته برتران بونلو بوده است ؟,خانه بردباری,"فیلم ""آب و خاک""","فیلم ""آب و خاک""",False,اسامی عام,پل
فردی که شخصیت تخیلی لوک اسکای‌واکر توسط او پدید آمده است تا چه سالی رئیس کمپانی لوکاس فیلم بود ؟,2012 سال,۲۰۱۲,۲۰۱۲,True,تاریخ,پل
فردی که شخصیت تخیلی لوک اسکای‌واکر توسط او پدید آمده است کمپانی لوکاس فیلم را به کدام شرکت فروخت ؟,شرکت والت دیزنی,دیزنی,دیزنی,True,گروه یا سازمان,پل
آیا فردی که شخصیت تخیلی لوک اسکای‌واکر توسط او پدید آمده است از مهم‌ترین چهره‌های جنبش هالیوود نو بود ؟,بله,بله,بله,True,بلی/خیر,پل
کدام یک از خطرناکترین انواع بیماری‌هایی که توسط برخی انواع پشه منتقل می‌شوند از فیلاریا منشا می‌ گیرد ؟,فیلاریازیس,بیماری لیشمانیوز,بیماری لیشمانیوز,False,اسامی خاص دیگر,پل
کدام یک از رهبران سیاسی روسیه و متحدانش در ده سالگی به حکومت رسید ؟,پطر کبیر,پیتر بزرگ,پیتر بزرگ,True,شخص,پل
آیا روزنامه ای که جاستین چنگ برای آن می‌نویسد دومین روزنامه بزرگ مناطق شهری در ایالات متحده می‌باشد ؟,بله,بله,بله,True,بلی/خیر,پل
کدام یک از روزنامه هایی که جاستین چنگ برای آن می‌نویسد در قسمت غربی ایالات متحده آمریکا توزیع می‌شود ؟,لس آنجلس تایمز,لس آنجلس تایمز,لس آنجلس تایمز,True,گروه یا سازمان,پل
لقب نویسنده رمان خورشید همچنان می‌دمد چه بود ؟,پدر ادبیات مدرن,همینگوی,همینگوی,False,صفت,پل
آیا نویسنده رمان خورشید همچنان می‌دمد از پایه‌گذاران وقایع‌نگاری ادبی شناخته می شود ؟,بله,بله,بله,True,بلی/خیر,پل
از بین مجموعه تلوزیونی اداره و فصل سوم مجموعه کمدی موقعیت اداره کدام یک زودتر پخش شده است ؟,مجموعه تلوزیونی اداره,مجموعه تلویزیونی اداره,مجموعه تلویزیونی اداره,True,کار هنری,مقایسه‌ای
کدام یک از شرکت‌های هواپیمایی که در فرودگاه بین‌المللی سپهبد شهید قاسم سلیمانی فعال هستند در سال 1351 راه‌اندازی  شده اند ؟,ایران ایرتور,ایران ایر,ایران ایر,False,گروه یا سازمان,پل
آیا دو فیلم فردایی بهتر و قهرمانان گریه نمی‌کنند را جان وو کارگردانی کرده است ؟,بله,خیر,خیر,False,بلی/خیر,مقایسه‌ای
آیا دو فیلم آرتی شاو: زمان چیزی است که به‌دست آورده‌ای و بی‌خانمانی در آمریکا هر دو در یک سال منتشر شده اند ؟,بله,بله,بله,True,بلی/خیر,مقایسه‌ای
