question,answer,model_answer,clean_model_answer,is_correct,id
طبق مطالعات انجام شده انسان ها از چند سال پیش مراسم آئینی اجرا می کردند؟,انسان از ۳۰۰۰۰ سال پیش مراسم آئینی اجرا می‌کرده‌است,طبق مطالعات، انسان‌ها از حدود ۴۰ هزار سال پیش مراسم آئینی اجرا می‌کردند.,طبق مطالعات، انسان‌ها از حدود ۴۰ هزار سال پیش مراسم آئینی اجرا می‌کردند.,False,
حزب دموکرات ایالات متحده آمریکا توسط چه کسانی تأسیس شد؟,,حزب دموکرات ایالات متحده آمریکا در اوایل قرن نوزدهم توسط اندرو جکسون و حامیانش تأسیس شد.,حزب دموکرات ایالات متحده آمریکا در اوایل قرن نوزدهم توسط اندرو جکسون و حامیانش تأسیس شد.,False,
ماده حاجب پرتونگاری چیست؟,,ماده حاجب پرتونگاری موادی هستند که برای افزایش کنتراست تصاویر در تصویربرداری پزشکی استفاده می‌شوند، مانند ید و باریم.,ماده حاجب پرتونگاری موادی هستند که برای افزایش کنتراست تصاویر در تصویربرداری پزشکی استفاده می‌شوند، مانند ید و باریم.,False,
نویسنده‌ی کتاب «کُرّاسهٔ اَلمَعی» چه کسی است؟ ,غلامحسین افضل‌الملک,نویسنده‌ی کتاب «کُرّاسهٔ اَلمَعی» شیخ بهایی است.,نویسنده‌ی کتاب «کُرّاسهٔ اَلمَعی» شیخ بهایی است.,False,
مشیرالدوله در خرداد چه سالی دولت تشکیل داد؟,۱۳۰۲,مشیرالدوله در خرداد ۱۳۰۰ دولت تشکیل داد.,مشیرالدوله در خرداد ۱۳۰۰ دولت تشکیل داد.,False,
"پیوندهای هیدروژن بین مولکول‌های آب آنها را چند درصد نزدیکتر از آنچه انتظار می‌رود در یک مایع ساده که فقط دارای نیروی واندروالسی باشد، قرار داده‌است؟
",تقریباً ۱۵٪,پیوندهای هیدروژن بین مولکول‌های آب آنها را حدود ۱۵ درصد نزدیک‌تر از آنچه در یک مایع ساده با نیروی واندروالسی انتظار می‌رود، قرار داده‌است.,پیوندهای هیدروژن بین مولکول‌های آب آنها را حدود ۱۵ درصد نزدیک‌تر از آنچه در یک مایع ساده با نیروی واندروالسی انتظار می‌رود، قرار داده‌است.,True,
هرمز سوم در باختر با چه کسی جنگید؟,هپتالیان,هرمز سوم در باختر با امپراتوری روم جنگید.,هرمز سوم در باختر با امپراتوری روم جنگید.,False,
چه کسی پیرو برکناری قباد اول توسط اشراف، به تخت شاهنشاهی ساسانی نشست؟,جاماسپ,پس از برکناری قباد اول، پسرش خسرو انوشیروان به تخت شاهنشاهی ساسانی نشست.,پس از برکناری قباد اول، پسرش خسرو انوشیروان به تخت شاهنشاهی ساسانی نشست.,False,
واحد های بزرگ سیاسی تمدن یونان چه نام دارد؟,پولیس,واحدهای بزرگ سیاسی تمدن یونان به نام «شهر-دولت» یا «پولیس» شناخته می‌شوند.,واحدهای بزرگ سیاسی تمدن یونان به نام «شهر-دولت» یا «پولیس» شناخته می‌شوند.,True,
ماهواره‌های کدام مدارات جهت مشاهدۀ سطح زمین مورد استفاده قرار می‌گیرند؟,مدارات قطبی,ماهواره‌های مدارات کم ارتفاع (LEO) و مدارات متوسط (MEO) برای مشاهدۀ سطح زمین مورد استفاده قرار می‌گیرند.,ماهواره‌های مدارات کم ارتفاع (LEO) و مدارات متوسط (MEO) برای مشاهدۀ سطح زمین مورد استفاده قرار می‌گیرند.,False,
یزگرداول با چه کسی ازدواج کرد؟,شاهزاده یهودی,"یزگرداول با دختر یزدگرد سوم، یعنی ""شهربانو"" ازدواج کرد.","یزگرداول با دختر یزدگرد سوم، یعنی ""شهربانو"" ازدواج کرد.",False,
موسیقی رپ در بر گیرنده چیست؟,الفاظ مستهجن، خشن، ضد سفیدپوست و توهین‌آمیز نسبت به زنان,موسیقی رپ شامل شعرهای گفتاری، ریتمیک و معمولاً موضوعاتی اجتماعی، سیاسی و شخصی است.,موسیقی رپ شامل شعرهای گفتاری، ریتمیک و معمولاً موضوعاتی اجتماعی، سیاسی و شخصی است.,False,
اولین گام در تأسیس صنعت نفت ایران و شرکت نفت انگلوپرشین چه بود؟,چاه شماره یک,اولین گام در تأسیس صنعت نفت ایران، کشف نفت در میدان نفتی مسجد سلیمان در سال ۱۹۰۸ بود که منجر به تأسیس شرکت نفت انگلوپرشین شد.,اولین گام در تأسیس صنعت نفت ایران، کشف نفت در میدان نفتی مسجد سلیمان در سال ۱۹۰۸ بود که منجر به تأسیس شرکت نفت انگلوپرشین شد.,False,
منظور از آتریاد چیست؟,تیپ,آتریاد به گروهی از سه عنصر یا سه چیز مشابه اشاره دارد، معمولاً در زمینه‌های موسیقی، ادبیات یا هنر.,آتریاد به گروهی از سه عنصر یا سه چیز مشابه اشاره دارد، معمولاً در زمینه‌های موسیقی، ادبیات یا هنر.,False,
حسین بن محمد تقی نوری ملقب به چه نامی ‌است؟,خاتم المحدثین,"حسین بن محمد تقی نوری ملقب به ""نوری"" یا ""شیخ انصاری"" است.","حسین بن محمد تقی نوری ملقب به ""نوری"" یا ""شیخ انصاری"" است.",False,
واژهٔ گوگول به چه معنی است؟,عدد یک به همراه صد صفر,واژهٔ گوگول به معنی عدد ۱۰ به توان ۱۰۰ است.,واژهٔ گوگول به معنی عدد ۱۰ به توان ۱۰۰ است.,False,
کشور شیلی در کدام قاره قرار دارد؟,,کشور شیلی در قاره آمریکای جنوبی قرار دارد.,کشور شیلی در قاره آمریکای جنوبی قرار دارد.,False,
اصطلاح شنای سگی به چه معناست؟,سر را بیرون از آب نگه داشته و شنا می‌کند,اصطلاح شنای سگی به سبکی از شنا اشاره دارد که در آن شناگر به صورت افقی روی سطح آب قرار می‌گیرد و با حرکات دست و پا به جلو حرکت می‌کند، شبیه به نحوه شنا کردن سگ.,اصطلاح شنای سگی به سبکی از شنا اشاره دارد که در آن شناگر به صورت افقی روی سطح آب قرار می‌گیرد و با حرکات دست و پا به جلو حرکت می‌کند، شبیه به نحوه شنا کردن سگ.,False,
در زمان صدارت چه کسی در دورهٔ ناصرالدین شاه قاجار، پرچم شیر و خورشید ایران بر فراز سفارت ایران در لندن برافراشته شد؟,امیرکبیر,در زمان صدارت امیرکبیر، پرچم شیر و خورشید ایران بر فراز سفارت ایران در لندن برافراشته شد.,در زمان صدارت امیرکبیر، پرچم شیر و خورشید ایران بر فراز سفارت ایران در لندن برافراشته شد.,True,
احمدشاه، ایران را به قصد کدام کشور ترک کرد و هرگز بازنگشت؟,,احمدشاه ایران را به قصد افغانستان ترک کرد و هرگز بازنگشت.,احمدشاه ایران را به قصد افغانستان ترک کرد و هرگز بازنگشت.,False,
چرا غواصی عمیق‌تر نیاز به مخلوط شدن مقدار قابل توجهی از اکسیژن با سایر گازها، از جمله نیتروژن یا هلیوم دارد؟,تا از اثر مسمومیت با اکسیژن جلوگیری شود.,غواصی عمیق‌تر نیاز به مخلوط کردن اکسیژن با سایر گازها به دلیل خطر مسمومیت اکسیژن و اثرات منفی نیتروژن در فشار بالا است. هلیوم به عنوان گاز جایگزین برای کاهش این خطرات استفاده می‌شود.,غواصی عمیق‌تر نیاز به مخلوط کردن اکسیژن با سایر گازها به دلیل خطر مسمومیت اکسیژن و اثرات منفی نیتروژن در فشار بالا است. هلیوم به عنوان گاز جایگزین برای کاهش این خطرات استفاده می‌شود.,False,
بعد از کودتا اسفند 1299 مسعود خان به چه سمتی رسید؟,وزیر جنگ,بعد از کودتای اسفند ۱۲۹۹، مسعود خان به سمت وزیر جنگ رسید.,بعد از کودتای اسفند ۱۲۹۹، مسعود خان به سمت وزیر جنگ رسید.,True,
در جنگ جهانی اول و جنگ جهانی دوم، ژاپن در کدام جبهه قرار داشت؟,در جنگ جهانی اول، ژاپن از متفقین بود و در جنگ جهانی دوم با متفقین می‌جنگید.,در جنگ جهانی اول، ژاپن در جبهه متفقین و در جنگ جهانی دوم، در جبهه محور قرار داشت.,در جنگ جهانی اول، ژاپن در جبهه متفقین و در جنگ جهانی دوم، در جبهه محور قرار داشت.,False,
بودجه تئاتر ملی از کجا تأمین می گشت؟,امکانات و بودجهٔ خود را از محل خیریه آموزش و پرورش تأمین می‌کرد,بودجه تئاتر ملی معمولاً از طریق دولت، کمک‌های مالی، و اسپانسرها تأمین می‌گردد.,بودجه تئاتر ملی معمولاً از طریق دولت، کمک‌های مالی، و اسپانسرها تأمین می‌گردد.,False,
اکسیژن عضوی از خانواده عناصر کدوم گروه است؟,گروه کالکوژن,اکسیژن عضوی از خانواده عناصر گروه ۱۶ جدول تناوبی (گروه کانی‌ساز) است.,اکسیژن عضوی از خانواده عناصر گروه ۱۶ جدول تناوبی (گروه کانی‌ساز) است.,False,
در دهه‌های ۱۹۶۰ تا ۱۹۸۰ گرایش غالب حزب جمهوری‌خواهان را چه گروهی شکل می‌دادند؟,میانه‌روها,در دهه‌های ۱۹۶۰ تا ۱۹۸۰، گرایش غالب حزب جمهوری‌خواهان را گروه‌های محافظه‌کار و راست‌گرا شکل می‌دادند.,در دهه‌های ۱۹۶۰ تا ۱۹۸۰، گرایش غالب حزب جمهوری‌خواهان را گروه‌های محافظه‌کار و راست‌گرا شکل می‌دادند.,False,
چه کسی کادوسیان را شکست داد؟,نی‌نوس شاه آشوری,کادوسیان توسط داریوش بزرگ شکست داده شدند.,کادوسیان توسط داریوش بزرگ شکست داده شدند.,False,
کدام‌یک از فرهنگ‌ها در فرهنگ ژاپن تاثیر داشتند؟,فرهنگ ژاپن طی هزاران سال از دوره جومون تا به امروز در حال تکامل بوده، فرهنگ معاصر ژاپن بسیار از آسیا، اروپا و آمریکای شمالی تأثیر پذیرفته‌است و در این بین نفوذ فرهنگ چینی پر رنگ‌تر است.,فرهنگ‌های چینی، کره‌ای و همچنین فرهنگ‌های بومی و غربی بر فرهنگ ژاپن تأثیر داشته‌اند.,فرهنگ‌های چینی، کره‌ای و همچنین فرهنگ‌های بومی و غربی بر فرهنگ ژاپن تأثیر داشته‌اند.,True,
اینترنت از کدام دههٔ به صورت یک شبکهٔ همگانی و جهان‌شمول درآمد؟,از اواسط دههٔ ۱۹۹۰,اینترنت از دههٔ ۱۹۹۰ به صورت یک شبکهٔ همگانی و جهان‌شمول درآمد.,اینترنت از دههٔ ۱۹۹۰ به صورت یک شبکهٔ همگانی و جهان‌شمول درآمد.,True,
اینترنت چیست؟,شبکه‌ای از شبکه‌ها,اینترنت یک شبکه جهانی از کامپیوترها است که به تبادل اطلاعات و ارتباطات بین کاربران در سرتاسر جهان می‌پردازد.,اینترنت یک شبکه جهانی از کامپیوترها است که به تبادل اطلاعات و ارتباطات بین کاربران در سرتاسر جهان می‌پردازد.,False,
چرا شوروی نظر مساعدی نسبت به رضاخان داشت؟,رهبر مبارزهٔ ملی علیه نفوذ بریتانیا,شوروی نظر مساعدی نسبت به رضاخان داشت زیرا او به دنبال مدرنیزاسیون و تقویت دولت مرکزی بود که با منافع شوروی در منطقه همخوانی داشت و همچنین می‌توانست مانع از نفوذ بریتانیا در ایران شود.,شوروی نظر مساعدی نسبت به رضاخان داشت زیرا او به دنبال مدرنیزاسیون و تقویت دولت مرکزی بود که با منافع شوروی در منطقه همخوانی داشت و همچنین می‌توانست مانع از نفوذ بریتانیا در ایران شود.,False,
کلمه‌ی گوگل برگرفته از چه واژه‌ای است؟,,"کلمه‌ی گوگل برگرفته از واژه‌ی ""گوگول"" (googol) است که به عدد ۱۰ به توان ۱۰۰ اشاره دارد.","کلمه‌ی گوگل برگرفته از واژه‌ی ""گوگول"" (googol) است که به عدد ۱۰ به توان ۱۰۰ اشاره دارد.",False,
احزاب عمده ی هلند را نام ببرید؟,دموکرات مسیحی، سوسیال دموکرات (کار)، سوسیالیست، حزب سبزها و لیبرال,احزاب عمده هلند شامل حزب مردم برای آزادی و دموکراسی (VVD)، حزب کار (PvdA)، حزب سبز چپ (GroenLinks)، و حزب راست‌گرای آزادی (PVV) هستند.,احزاب عمده هلند شامل حزب مردم برای آزادی و دموکراسی (VVD)، حزب کار (PvdA)، حزب سبز چپ (GroenLinks)، و حزب راست‌گرای آزادی (PVV) هستند.,False,
برای چه کسانی دشوار است که بتوانند وارد جریان اصلی ایالات متحده آمریکا بشوند؟,هنرمندان هیپ هاپ آسیایی,افرادی که به دلایل اقتصادی، اجتماعی، فرهنگی یا سیاسی در حاشیه قرار دارند، مانند مهاجران غیرقانونی، اقلیت‌های قومی و افرادی با محدودیت‌های زبانی، معمولاً دشوارتر می‌توانند وارد جریان اصلی ایالات متحده شوند.,افرادی که به دلایل اقتصادی، اجتماعی، فرهنگی یا سیاسی در حاشیه قرار دارند، مانند مهاجران غیرقانونی، اقلیت‌های قومی و افرادی با محدودیت‌های زبانی، معمولاً دشوارتر می‌توانند وارد جریان اصلی ایالات متحده شوند.,False,
تا چند سال بعد از هوور، جمهوری‌خواهان از قدرت کنار گذاشته شدند؟,۲۰,جمهوری‌خواهان تا سال ۱۹۳۲ و انتخاب فرانکلین دی. روزولت از قدرت کنار گذاشته شدند.,جمهوری‌خواهان تا سال ۱۹۳۲ و انتخاب فرانکلین دی. روزولت از قدرت کنار گذاشته شدند.,False,
تمدن اژه ای پیشاهنگ کدام تمدن بود؟,تمدن یونانی,تمدن اژه‌ای پیشاهنگ تمدن یونان باستان بود.,تمدن اژه‌ای پیشاهنگ تمدن یونان باستان بود.,True,
ایوان ساترلند، درچه سالی، لارنس رابرتس را بر آن گماشت که پروژه‌ای را برای ایجاد یک شبکه آغاز نماید؟,سال ۱۹۶۵,ایوان ساترلند لارنس رابرتس را در سال ۱۹۶۶ بر آن گماشت تا پروژه‌ای برای ایجاد یک شبکه آغاز نماید.,ایوان ساترلند لارنس رابرتس را در سال ۱۹۶۶ بر آن گماشت تا پروژه‌ای برای ایجاد یک شبکه آغاز نماید.,False,
در سال ۱۸۴۶ اولین مسابقه ی شنا در کجا و در چه مسافتی برپا شد؟,در مسافت ۴۴۰ یارد در استرالیا,اولین مسابقه شنا در سال ۱۸۴۶ در رودخانه یانگ در استرالیا و در مسافت ۱۰۰ یارد برگزار شد.,اولین مسابقه شنا در سال ۱۸۴۶ در رودخانه یانگ در استرالیا و در مسافت ۱۰۰ یارد برگزار شد.,False,
ریشهٔ شبکهٔ عظیم جهانی اینترنت به کدام دههٔ بازمی‌گردد؟,دههٔ ۱۹۶۰,ریشهٔ شبکهٔ عظیم جهانی اینترنت به دههٔ ۱۹۶۰ بازمی‌گردد.,ریشهٔ شبکهٔ عظیم جهانی اینترنت به دههٔ ۱۹۶۰ بازمی‌گردد.,True,
گالریوس در نبرد های پیاپی برچه کسی پیروز شد؟,نرسه,گالریوس در نبردهای پیاپی بر علیه ساسانیان پیروز شد.,گالریوس در نبردهای پیاپی بر علیه ساسانیان پیروز شد.,False,
روش‌های ذخیره سازی اکسیژن را نام ببرید؟,شامل کپسول اکسیژن با فشار بالا، فوق سردسازی و ترکیبات شیمیایی است,روش‌های ذخیره‌سازی اکسیژن شامل ذخیره‌سازی مایع، ذخیره‌سازی گازی تحت فشار، و استفاده از مواد جاذب مانند زئولیت‌ها و کربن فعال است.,روش‌های ذخیره‌سازی اکسیژن شامل ذخیره‌سازی مایع، ذخیره‌سازی گازی تحت فشار، و استفاده از مواد جاذب مانند زئولیت‌ها و کربن فعال است.,False,
نخستین آثار ادبیات ژاپنی به کدام زبان سروده شدند؟,زبان چینی کلاسیک,نخستین آثار ادبیات ژاپنی به زبان ژاپنی سروده شدند.,نخستین آثار ادبیات ژاپنی به زبان ژاپنی سروده شدند.,False,
در ژوئن ۲۰۲۰، دادخواستی که توسط دادگاه فدرال کالیفرنیا علیه گوگل تنظیم شد، گوگل را ملزم به پرداخت چه مبلغی کرد؟,۵ میلیارد دلار,گوگل ملزم به پرداخت ۵ میلیارد دلار شد.,گوگل ملزم به پرداخت ۵ میلیارد دلار شد.,True,
دکترین کلیسای کاتولیک بر چه چیزی استوار است؟,اعتقاد نامه نیقیه,دکترین کلیسای کاتولیک بر اساس تعالیم کتاب مقدس، سنت و آموزه‌های کلیسا استوار است.,دکترین کلیسای کاتولیک بر اساس تعالیم کتاب مقدس، سنت و آموزه‌های کلیسا استوار است.,False,
لاوازیه چه کسی بود؟,اولین کسی بود که اکسیژن را به‌عنوان یک عنصر شیمیایی مستقل به‌شمار آورد و به‌درستی به نقش آن در سوختن اشاره کرد,آنتوان لاوازیه یک شیمیدان فرانسوی بود که به عنوان پدر شیمی مدرن شناخته می‌شود و در قرن ۱۸ میلادی زندگی می‌کرد.,آنتوان لاوازیه یک شیمیدان فرانسوی بود که به عنوان پدر شیمی مدرن شناخته می‌شود و در قرن ۱۸ میلادی زندگی می‌کرد.,False,
تعداد ضربه‌های پا در طی یک دور در شنای پروانه به طور عمومی نسبت به کرال سینه چگونه است؟,کمتر,در شنای پروانه، معمولاً تعداد ضربه‌های پا بیشتر از کرال سینه است، زیرا در پروانه نیاز به هماهنگی بیشتری بین حرکات پا و دست‌ها وجود دارد.,در شنای پروانه، معمولاً تعداد ضربه‌های پا بیشتر از کرال سینه است، زیرا در پروانه نیاز به هماهنگی بیشتری بین حرکات پا و دست‌ها وجود دارد.,False,
پاریس در کدام قاره قرار گرفته‌است؟,اروپا,پاریس در قاره اروپا قرار گرفته‌است.,پاریس در قاره اروپا قرار گرفته‌است.,True,
در انتهای مقالهٔ «شیر و خورشید: نشان رسمی دولت ایران» چه تصاویری گردآوری شده‌است؟,تصویرهای گوناگونی از نقوش شیر و خورشید,در انتهای مقالهٔ «شیر و خورشید: نشان رسمی دولت ایران» تصاویری از نشان شیر و خورشید، سکه‌ها و پرچم‌های تاریخی ایران گردآوری شده‌است.,در انتهای مقالهٔ «شیر و خورشید: نشان رسمی دولت ایران» تصاویری از نشان شیر و خورشید، سکه‌ها و پرچم‌های تاریخی ایران گردآوری شده‌است.,False,
آبراهام لینکلن در انتخابات ریاست جمهوری در سال ۱۸۶۰ چه کسی را شکست داد و وارد کاخ سفید شد؟,,آبراهام لینکلن در انتخابات ریاست جمهوری ۱۸۶۰، استیون داگلاس را شکست داد و وارد کاخ سفید شد.,آبراهام لینکلن در انتخابات ریاست جمهوری ۱۸۶۰، استیون داگلاس را شکست داد و وارد کاخ سفید شد.,False,
اولین پادشاه دوران قاجار چه کسی بود؟,,اولین پادشاه دوران قاجار، آغا محمد خان قاجار بود.,اولین پادشاه دوران قاجار، آغا محمد خان قاجار بود.,True,
شنا در برنامه های نظامی تمدن های باستانی چه جایگاهی داشت؟,,شنا در برنامه‌های نظامی تمدن‌های باستانی به عنوان یک مهارت حیاتی برای حملات دریایی، نجات و عبور از آب‌ها اهمیت داشت و به تقویت توانایی‌های نظامی کمک می‌کرد.,شنا در برنامه‌های نظامی تمدن‌های باستانی به عنوان یک مهارت حیاتی برای حملات دریایی، نجات و عبور از آب‌ها اهمیت داشت و به تقویت توانایی‌های نظامی کمک می‌کرد.,False,
موسیقی هیپ هاپ، چگونه است؟,به صورت اشعار بسیار ریتمیک پر از تکنیک‌هایی همچون همگونی مصوت‌ها، تجانس آوایی، و قافیه است,موسیقی هیپ هاپ سبکی از موسیقی است که شامل رپ، دی‌جیینگ، و تولید موزیک است و معمولاً به موضوعات اجتماعی، فرهنگی و سیاسی می‌پردازد.,موسیقی هیپ هاپ سبکی از موسیقی است که شامل رپ، دی‌جیینگ، و تولید موزیک است و معمولاً به موضوعات اجتماعی، فرهنگی و سیاسی می‌پردازد.,False,
در شنای پروانه حرکت پاها مانند حرکت چه چیزی در آب است؟,دلفین,حرکت پاها در شنای پروانه مانند حرکت باله‌های یک دلفین در آب است.,حرکت پاها در شنای پروانه مانند حرکت باله‌های یک دلفین در آب است.,True,
شاهنشاهی ساسانی را چه کسی پایه گذاری کرد؟,اردشیر بابکان,شاهنشاهی ساسانی توسط اردشیر اول پایه‌گذاری شد.,شاهنشاهی ساسانی توسط اردشیر اول پایه‌گذاری شد.,True,
پاتریشیا کرون، مایکل کوک بر اساس متن و تحقیقات باستان‌شناسی معتقدند مسجد الحرام در کجا واقع شده‌است؟,شمال غربی شبه جزیره عربستان,پاتریشیا کرون و مایکل کوک معتقدند مسجد الحرام در مکه واقع شده‌است.,پاتریشیا کرون و مایکل کوک معتقدند مسجد الحرام در مکه واقع شده‌است.,False,
روش پزشکی پرفشار توسط چه کسی ابداع شد؟,,روش پزشکی پرفشار توسط دکتر هاروی ویشنر ابداع شد.,روش پزشکی پرفشار توسط دکتر هاروی ویشنر ابداع شد.,False,
شعار غیررسمی شرکت گوگل توسط چه کسی ابداع شد؟,مهندس گوگل امیت پاتل,"شعار غیررسمی شرکت گوگل ""Don't be evil"" توسط لری پیج و سرگئی برین ابداع شد.","شعار غیررسمی شرکت گوگل ""Don't be evil"" توسط لری پیج و سرگئی برین ابداع شد.",False,
شنا در کدام گروه از ورزش ها قرار می گیرد؟,ورزش‌های آبی,شنا در گروه ورزش‌های آبی قرار می‌گیرد.,شنا در گروه ورزش‌های آبی قرار می‌گیرد.,True,
چه چیز هایی اثرات اجتماعی بسیاری در طرز رفتار جوان مدرن داشته‌است؟,موفقیت چشمگیر هیپ هاپ --- مخصوصاً سبک رپ گانگستری ---,فناوری، رسانه‌های اجتماعی، فرهنگ جهانی، و تغییرات اقتصادی از جمله عوامل مؤثر بر رفتار جوانان مدرن هستند.,فناوری، رسانه‌های اجتماعی، فرهنگ جهانی، و تغییرات اقتصادی از جمله عوامل مؤثر بر رفتار جوانان مدرن هستند.,False,
در چه سالی با تصویب مجلس شورای ملی به رضاشاه لقب رضاشاه کبیر داده شد؟,۱۳۲۸,در سال ۱۳۰۴ شمسی.,در سال ۱۳۰۴ شمسی.,False,
نام عموی شورشی محمد شاه قاجار که بود؟,حسین‌علی میرزا فرمانفرما,عموی شورشی محمد شاه قاجار، فتحعلی شاه قاجار بود.,عموی شورشی محمد شاه قاجار، فتحعلی شاه قاجار بود.,False,
درچه تاریخی بهرام دوم درگذشت؟,۲۹۳,بهرام دوم در سال ۳۹۳ میلادی درگذشت.,بهرام دوم در سال ۳۹۳ میلادی درگذشت.,False,
شاپور دوم امپراتوری خود را در کجا برقرارکرد؟,نواحی جنوبی,شاپور دوم امپراتوری خود را در ایران و به ویژه در منطقه فارس برقرار کرد.,شاپور دوم امپراتوری خود را در ایران و به ویژه در منطقه فارس برقرار کرد.,False,
زیباترین تپه گیلان چه نام دارد؟,,"زیباترین تپه گیلان، تپه‌ های ""ماسوله"" نام دارد.","زیباترین تپه گیلان، تپه‌ های ""ماسوله"" نام دارد.",False,
دارالفنون در چه سالی تأسیس شد؟,۱۲۳۰ خورشیدی (۱۸۵۱ میلادی),دارالفنون در سال ۱۲۳۰ هجری شمسی تأسیس شد.,دارالفنون در سال ۱۲۳۰ هجری شمسی تأسیس شد.,True,
بسیاری از برنامه‌نویس‌های حرفه‌ای به چه عنوان برای شرکت‌های مشاوره‌ای در محل‌های خدمت گیرنده کار می‌کنند؟,پیمانکار,به عنوان مشاور نرم‌افزار یا توسعه‌دهنده مستقل.,به عنوان مشاور نرم‌افزار یا توسعه‌دهنده مستقل.,False,
