question,answer,model_answer,clean_model_answer,is_correct,id
آیا نویسنده‌ی هری پاتر و تالار اسرار چند داستان جنایی نوشته است ؟,بله,بله، نویسنده‌ی هری پاتر و تالار اسرار، جی. کی. رولینگ، چند داستان جنایی نوشته است.,بله، نویسنده‌ی هری پاتر و تالار اسرار، جی. کی. رولینگ، چند داستان جنایی نوشته است.,True,
آیا مجموعه فانتزی هری پاتر و ترانه بیلی جین از پرفروش ترین آثار می باشند ؟,بله,بله، مجموعه فانتزی هری پاتر و ترانه بیلی جین از پرفروش‌ترین آثار هستند.,بله، مجموعه فانتزی هری پاتر و ترانه بیلی جین از پرفروش‌ترین آثار هستند.,True,
کدام بازیگر آمریکایی که در فیلم نیمه ماه مارس ایفای نقش کرده نامزد دریافت یک جایزهٔ فیلم بفتا و یک جایزهٔ گلدن گلوب بوده‌است ؟,مریسا تومی,ریس ویترسپون,ریس ویترسپون,False,
استودیویی که فیلم کایوت در برابر اکمی در آینده به وسیله آن توزیع خواهد شد متعلق به کدام رسانه است ؟,رسانه وارنر,استودیوی توزیع فیلم کایوت در برابر اکمی متعلق به رسانه سونی پیکچرز است.,استودیوی توزیع فیلم کایوت در برابر اکمی متعلق به رسانه سونی پیکچرز است.,False,
کدام تیم ژاپنی سابقه ۲ قهرمانی در رقابت سالانهٔ فوتبال باشگاهی قاره‌ای که توسط کنفدراسیون فوتبال آسیا اداره می‌شود را دارد ؟,اوراوا رد دایمندز,تیم فوتبال اوراوا رد دیاموندز,تیم فوتبال اوراوا رد دیاموندز,True,
نام رسمی لیگی که تیم اوراوا رد دایمندز سابقه قهرمانی در فصل‌های ۲۰۰۷ و ۲۰۱۷ را در آن دارد چیست ؟,لیگ قهرمانان ای‌اف‌سی,لیگ ژاپن (J1 League),لیگ ژاپن (J1 League),False,
سرمربی فعلی تیم ملی فوتبالی که فرانسیسکو خنتو در دورانی ۱۴ ساله از سال ۱۹۵۵ تا ۱۹۶۹ عضو آن بوده چه کسی است ؟,لوییس انریکه,لوئیس انریکه,لوئیس انریکه,True,
کدام بازیگر فیلم حیات در سال ۲۰۱۰ در فیلم شاهزاده ایران شن های زمان شخصیت اصلی را بر عهده داشت است ؟,جیک جیلنهال,جیک جیلنهال,جیک جیلنهال,True,
یکی از بازیگران فیلم حیات که بازیگری را در ده سالگی شروع کرد، در سال ۲۰۰۴ چه فیلمی بازی کرده است ؟,روز پس از فردا,"فیلم ""نیکو""","فیلم ""نیکو""",False,
نام یکی از بازیگران فیلم حیات که در فیلمی در سال 2005 در نقش یک تکاور بازی می کرد چیست ؟,جیک جیلنهال,آرون اکهارت,آرون اکهارت,False,
دفتر اصلی شرکت چینی که تلفن هوشمند هواوی آنر ۴سی را تحت برند آنر عرضه کرده در کدام شهر است ؟,شنژن,شهر شنژن,شهر شنژن,True,
آیا فیلیپ تورتون در شهر تاریخی ای که مرکز نورماندی بود متولد شده است ؟,بله,بله، فیلیپ تورتون در شهر تاریخی روئن که مرکز نورماندی بود متولد شده است.,بله، فیلیپ تورتون در شهر تاریخی روئن که مرکز نورماندی بود متولد شده است.,True,
سابقه ی یک سوغات اصفهان که از صنایع دستی محسوب میشود حدود چند سال است ؟,پنج هزار سال,حدود 400 سال,حدود 400 سال,False,
 محصولی که چهارمین محصول کشاورزی کشت شده در جهان بوده و در آن نیکوتین وجود دارد چه نام دارد ؟,سیب زمینی,تنباکو,تنباکو,False,
شرکت عرضه کننده بازی های فال اوت و الدر اسکورولز که بازی رستاخیز را هم عرضه کرده است چه نام دارد ؟,بتزدا,شرکت بتسدا (Bethesda),شرکت بتسدا (Bethesda),True,
شرکت زیر مجموعه ماکروسافت که بازی رستاخیز را برای ویندوز، اکس باکس و پلی استیشن عرضه کرده است چه نام دارد ؟,بتزدا,"شرکت ""بتزدا"" (Bethesda) است.","شرکت ""بتزدا"" (Bethesda) است.",True,
آیا ماکروسافت شرکت منتشر کننده بازی رستاخیز را در سال ۲۰۲۰ خریداری کرده است ؟,بله,بله، مایکروسافت شرکت منتشر کننده بازی رستاخیز را در سال ۲۰۲۰ خریداری کرده است.,بله، مایکروسافت شرکت منتشر کننده بازی رستاخیز را در سال ۲۰۲۰ خریداری کرده است.,True,
در جنگی که آنه فرانک در آن کشته شد حدود چند نفر کشته شدند ؟,۷۰ تا ۸۵ میلیون,در جنگ جهانی دوم، حدود 70 تا 85 میلیون نفر کشته شدند.,در جنگ جهانی دوم، حدود 70 تا 85 میلیون نفر کشته شدند.,True,
چند کشور جهان در جنگی که آنه فرانک در آن کشته شد درگیر شدند ؟,30 کشور,در جنگ جهانی دوم، بیش از 30 کشور درگیر شدند.,در جنگ جهانی دوم، بیش از 30 کشور درگیر شدند.,True,
عنصر اصلی ماده ای که پودر سنگ از آن بر اثر نیروی سایش یخچال ها بر کف یخچال به وجود می‌آید چیست ؟,سلیس,سیلیس,سیلیس,True,
کدام یک از فیلم هایی که موسیقی آن در استودیو بل ضبط شده است در روزهای دوشنبه پخش می شد ؟,سربداران,"فیلم ""شهرزاد""","فیلم ""شهرزاد""",False,
نوسینده کدام یک از فیلم هایی که در استودیو  بل ضبط شده است کیهان رهگذار بوده است ؟,بله,"فیلم ""کیهان رهگذار""","فیلم ""کیهان رهگذار""",False,
پادشاه افغانی که سد سرده در زمان آن ساخته شد به مدت چند سال بر افغانستان حمک فرمایی کرد ؟,چهل سال,پادشاه افغانی که سد سرده در زمان او ساخته شد، امان‌الله خان بود و به مدت 10 سال (از 1919 تا 1929) بر افغانستان حکومت کرد.,پادشاه افغانی که سد سرده در زمان او ساخته شد، امان‌الله خان بود و به مدت 10 سال (از 1919 تا 1929) بر افغانستان حکومت کرد.,False,
آیا پادشاه افغانی که سد سرده در زمان آن ساخته شد توانست دوره‌ای از صلح پایدار را در افغانستان برقرار کند ؟,بله,خیر، پادشاه افغانی که سد سرده در زمان او ساخته شد، نتوانست دوره‌ای از صلح پایدار را در افغانستان برقرار کند.,خیر، پادشاه افغانی که سد سرده در زمان او ساخته شد، نتوانست دوره‌ای از صلح پایدار را در افغانستان برقرار کند.,False,
در جشنواره ای که نخستین نمایش فیلم اگر سنگ از آسمان ببارد در آن انجام شد چه کسی رئیس هیئت داوران بود ؟,جرج میلر,رئیس هیئت داوران جشنواره، عباس کیارستمی بود.,رئیس هیئت داوران جشنواره، عباس کیارستمی بود.,False,
در جشنواره ای که نخستین نمایش فیلم اگر سنگ از آسمان ببارد در آن انجام شد شهاب حسینی جایزه بهترین بازیگر نقش اول مرد را دریافت کرد ؟,بله,در جشنواره فیلم فجر,در جشنواره فیلم فجر,False,
بازیگر نقش اصلی فیلم تنر هال در کدام فیلم به همراه کیت بلانشت نقش آفرینی کرده است ؟,کوچه کابوس,"بازیگر نقش اصلی فیلم تنر هال، ""روبی رز"" است که در فیلم ""کارول"" به همراه کیت بلانشت نقش آفرینی کرده است.","بازیگر نقش اصلی فیلم تنر هال، ""روبی رز"" است که در فیلم ""کارول"" به همراه کیت بلانشت نقش آفرینی کرده است.",False,
کدام بازیگر فیلم تریپل اکس موسیقی‌دان اهل ایالات متحده آمریما است ؟,ایو,وین دیزل,وین دیزل,False,
آیا کارگردان دو فیلم استخراج و ماشین پلیس جان واتس می باشد ؟,خیر,خیر، کارگردان فیلم استخراج، سم هارگریو و کارگردان فیلم ماشین پلیس، جان واتس است.,خیر، کارگردان فیلم استخراج، سم هارگریو و کارگردان فیلم ماشین پلیس، جان واتس است.,False,
کارگردان فیلم استخراج از چه سالی مشغول به فعالیت است ؟,2005,کارگردان فیلم استخراج، سم هارگریو، از سال 2007 مشغول به فعالیت است.,کارگردان فیلم استخراج، سم هارگریو، از سال 2007 مشغول به فعالیت است.,False,
آیا ایو و استیون سی میلر هر دو آمریکایی هستند ؟,بله,بله، ایو و استیون سی میلر هر دو آمریکایی هستند.,بله، ایو و استیون سی میلر هر دو آمریکایی هستند.,True,
کارگردان دو فیلم پرومتئوس و مجموعه فیلم بیگانه چه کسی می باشد ؟,ریدلی اسکات,ریدلی اسکات,ریدلی اسکات,True,
آیا قورباغه ها و مارمولک‌ها هر دو از راسته بی‌دمان هستند ؟,خیر,خیر، قورباغه‌ها از راسته دوزیستان و مارمولک‌ها از راسته خزندگان هستند.,خیر، قورباغه‌ها از راسته دوزیستان و مارمولک‌ها از راسته خزندگان هستند.,False,
کدام زبان برنامه نویسی که توسط بلوفیش پشتیبانی می شود از لحاظ نحو شبیه به سی‌شارپ است ؟,والا,زبان برنامه‌نویسی فلاتر (Dart),زبان برنامه‌نویسی فلاتر (Dart),False,
در کدام کتاب از سردبیر مجله کارنامه از حسین پاینده به عنوان منتقدی که به پیش برد نقد ادبی یاری رسانده یاد شده است ؟,باغ در باغ,"در کتاب ""نقد ادبی در ایران"" از حسین پاینده یاد شده است.","در کتاب ""نقد ادبی در ایران"" از حسین پاینده یاد شده است.",False,
آیا نویسنده کتاب باغ در باغ از تأثیرگذارترین داستان‌نویسان معاصر زبان فارسی بوده است ؟,بله,بله، نویسنده کتاب باغ در باغ از تأثیرگذارترین داستان‌نویسان معاصر زبان فارسی بوده است.,بله، نویسنده کتاب باغ در باغ از تأثیرگذارترین داستان‌نویسان معاصر زبان فارسی بوده است.,True,
مجله ای که پل جرج کلبنیکوف به مدت ده سال برای آن کار می کرد توسط چه کسی تاسیس شد ؟,بیسی فوربز,مجله توسط ولادیمیر مایاکوفسکی تاسیس شد.,مجله توسط ولادیمیر مایاکوفسکی تاسیس شد.,False,
از بین نگاناسان‌ها و مردم انتس جمعیت کدام کمتر است ؟,انتس,جمعیت نگاناسان‌ها کمتر است.,جمعیت نگاناسان‌ها کمتر است.,False,
آیا شغل اصلی نگاناسان‌ها و مردم انتس دامپروری در گله‌های گوزن شمالی می‌باشد ؟,بله,بله، شغل اصلی نگاناسان‌ها و مردم انتس دامپروری در گله‌های گوزن شمالی است.,بله، شغل اصلی نگاناسان‌ها و مردم انتس دامپروری در گله‌های گوزن شمالی است.,True,
آیا نگاناسان‌ها و مردم انتس هر دو به زبان نگاناسانی تکلم می کنند ؟,خیر,بله، نگاناسان‌ها و مردم انتس هر دو به زبان نگاناسانی تکلم می‌کنند.,بله، نگاناسان‌ها و مردم انتس هر دو به زبان نگاناسانی تکلم می‌کنند.,False,
آیا نگاناسان‌ها و مردم انتس هر دو نزدیک به مدار قطب شمال به‌سر می‌برند ؟,خیر,بله، نگاناسان‌ها و مردم انتس هر دو نزدیک به مدار قطب شمال به‌سر می‌برند.,بله، نگاناسان‌ها و مردم انتس هر دو نزدیک به مدار قطب شمال به‌سر می‌برند.,False,
کدام یک از بازیگران فیلم آخرین شکارچی جادوگر برنده اسکار و گلدن گلوب شده است ؟,مایکل کین,وین دیزل,وین دیزل,False,
آیا شرکت تکمو در همان سالی که بازی نینجا گایدن اولین بار در آمریکای شمالی عرضه شد تاسیس گردید ؟,خیر,خیر، شرکت تکمو در سال 1981 تاسیس شد و بازی نینجا گایدن در سال 1988 در آمریکای شمالی عرضه شد.,خیر، شرکت تکمو در سال 1981 تاسیس شد و بازی نینجا گایدن در سال 1988 در آمریکای شمالی عرضه شد.,True,
تصویرگر مجموعه شکار جانور شگفت‌انگیز از اعضای کدام گروه نقاشان بود ؟,پیشارافائلی,تصویرگر مجموعه شکار جانور شگفت‌انگیز از اعضای گروه نقاشان رمانتیک بود.,تصویرگر مجموعه شکار جانور شگفت‌انگیز از اعضای گروه نقاشان رمانتیک بود.,False,
 کدام یک از نشانه های آبله‌میمون باعث می شود بسیاری از میکروب ها توانایی رشد نداشته باشند ؟,تب,پروتئین‌های ضد میکروبی,پروتئین‌های ضد میکروبی,False,
آیا موسس سورا ال‌تی‌دی مجموعه بازی برادران سوپر اسمش را منتشر کرده است  ؟,خیر,خیر، موسس سورا ال‌تی‌دی مجموعه بازی برادران سوپر اسمش را منتشر نکرده است. این بازی توسط نینتندو توسعه یافته است.,خیر، موسس سورا ال‌تی‌دی مجموعه بازی برادران سوپر اسمش را منتشر نکرده است. این بازی توسط نینتندو توسعه یافته است.,True,
شرکت منتشر کننده آهنگ بیلی جین در چه سالی بنیان‌گذاشته شد ؟,سال 1953,"شرکت منتشر کننده آهنگ بیلی جین، ""اپیک رکوردز""، در سال 1953 بنیان‌گذاری شد.","شرکت منتشر کننده آهنگ بیلی جین، ""اپیک رکوردز""، در سال 1953 بنیان‌گذاری شد.",True,
کسی که شخصیت های مجموعه تجربیات سریالی لین را طراحی کرده عمدتا در کدام حوزه کار می کند ؟,انیمه و مانگا,حوزه طراحی بازی و انیمیشن,حوزه طراحی بازی و انیمیشن,False,
کدام یک از مردمانی که از تکنیک تیراندازی با کمان استفاده می کردند قومی از نژاد زرد هستند ؟,مغول‌ها,مردمان مغول,مردمان مغول,True,
کدام یک از فلزات نجیب به معنی زنده می باشد ؟,جیوه,پلاتین,پلاتین,False,
آیا نقره زنده به عنوان فلزات نجیب شناخته می شود ؟,بله,خیر، نقره زنده (جیوه) به عنوان فلز نجیب شناخته نمی‌شود.,خیر، نقره زنده (جیوه) به عنوان فلز نجیب شناخته نمی‌شود.,False,
کنسول بازی که ایس کمبت ۷: آسمان‌های ناشناخته در ژانویه 2019 برای آن منتشر شد توسط کدام شرکت معرفی شده است ؟,مایکروسافت,کنسول بازی پلی‌استیشن 4 توسط شرکت سونی معرفی شده است.,کنسول بازی پلی‌استیشن 4 توسط شرکت سونی معرفی شده است.,False,
آیا شرکت نینتندو زودتر از شرکت تکمو تاسیس شد ؟,خیر,بله، شرکت نینتندو در سال 1889 تاسیس شد، در حالی که شرکت تکمو در سال 1981 تأسیس گردید.,بله، شرکت نینتندو در سال 1889 تاسیس شد، در حالی که شرکت تکمو در سال 1981 تأسیس گردید.,False,
آیا جایزه ادبی من بوکر و جوایز گلدن گلوب هر دو به بهترین تولیدات سینمایی و تلویزیونی، هم داخلی و هم خارجی اهدا می‌گردد ؟,خیر,خیر، جایزه ادبی من بوکر به آثار ادبی اهدا می‌شود، در حالی که جوایز گلدن گلوب به بهترین تولیدات سینمایی و تلویزیونی تعلق می‌گیرد.,خیر، جایزه ادبی من بوکر به آثار ادبی اهدا می‌شود، در حالی که جوایز گلدن گلوب به بهترین تولیدات سینمایی و تلویزیونی تعلق می‌گیرد.,False,
آیا نخستین جوایز گلدن گلوب زودتر از جایزه شیر طلایی اهدا گردید ؟,بله,خیر، نخستین جوایز گلدن گلوب بعد از جایزه شیر طلایی اهدا گردید.,خیر، نخستین جوایز گلدن گلوب بعد از جایزه شیر طلایی اهدا گردید.,False,
آیا نینجا گایدن و ندای وظیفه هر دو توسط یک شرکت منتشر شده اند ؟,خیر,خیر، نینجا گایدن توسط شرکت Tecmo و ندای وظیفه توسط Activision منتشر شده است.,خیر، نینجا گایدن توسط شرکت Tecmo و ندای وظیفه توسط Activision منتشر شده است.,False,
آیا شرکت منتشر کننده نینجا گایدن بازی ندای وظیفه را منتشر کرده است ؟,خیر,خیر، شرکت منتشر کننده نینجا گایدن، بازی ندای وظیفه را منتشر نکرده است.,خیر، شرکت منتشر کننده نینجا گایدن، بازی ندای وظیفه را منتشر نکرده است.,True,
آیا کسی که بازی سوپرتاکس را توسعه داده بازی ندای وظیفه را منتشر کرده است ؟,خیر,خیر، توسعه‌دهنده بازی سوپرتاکس، بازی ندای وظیفه را منتشر نکرده است.,خیر، توسعه‌دهنده بازی سوپرتاکس، بازی ندای وظیفه را منتشر نکرده است.,True,
آیا بازی ندای وظیفه و بازی ایس کمبت ۷: آسمان‌های هر دو توسط یک فرد منتشر شده اند ؟,خیر,خیر، بازی ندای وظیفه و بازی ایس کمبت ۷: آسمان‌های توسط دو شرکت مختلف منتشر شده‌اند.,خیر، بازی ندای وظیفه و بازی ایس کمبت ۷: آسمان‌های توسط دو شرکت مختلف منتشر شده‌اند.,False,
آیا کارگردان فیلم آلیس در شهرها نوسینده فیلم پرومتئوس بوده است ؟,خیر,خیر، کارگردان فیلم آلیس در شهرها، ویم وندرس است و نویسنده فیلم پرومتئوس، ریدلی اسکات می‌باشد.,خیر، کارگردان فیلم آلیس در شهرها، ویم وندرس است و نویسنده فیلم پرومتئوس، ریدلی اسکات می‌باشد.,False,
آیا فیلم آلیس در شهرها و فیلم پرومتئوس محصول یک سال می باشند ؟,خیر,خیر، فیلم آلیس در شهرها در سال 1974 و فیلم پرومتئوس در سال 2012 تولید شده‌اند.,خیر، فیلم آلیس در شهرها در سال 1974 و فیلم پرومتئوس در سال 2012 تولید شده‌اند.,True,
آیا فیلمبرداری فیلم آلیس در شهرها توسط  نویسندگان فیلم پرومتئوس انجام شده است ؟,خیر,خیر، فیلمبرداری فیلم آلیس در شهرها توسط نویسندگان فیلم پرومتئوس انجام نشده است.,خیر، فیلمبرداری فیلم آلیس در شهرها توسط نویسندگان فیلم پرومتئوس انجام نشده است.,True,
آیا فیلم آلیس در شهرها و فیلم نیمه ماه مارس درام می باشند ؟,بله,بله، هر دو فیلم آلیس در شهرها و نیمه ماه مارس درام هستند.,بله، هر دو فیلم آلیس در شهرها و نیمه ماه مارس درام هستند.,True,
آیا فیلم آلیس در شهرها و فیلم نیمه ماه مارس توسط ویم وندرس کارگردانی شده اند ؟,خیر,فقط فیلم آلیس در شهرها توسط ویم وندرس کارگردانی شده است، فیلم نیمه ماه مارس توسط جورج کلونی ساخته شده است.,فقط فیلم آلیس در شهرها توسط ویم وندرس کارگردانی شده است، فیلم نیمه ماه مارس توسط جورج کلونی ساخته شده است.,True,
خانواده سلطنتی شیخ خلیفه بن حمد بن خلیفه آل ثانی از چه سالی بر کشور قطر حکمرانی می‌کنند ؟,سال 1850,از سال 1972,از سال 1972,False,
آیا از خانواده سلطنتی شیخ خلیفه بن حمد بن خلیفه آل ثانی تاکنون 9 نفر به‌عنوان امیر قطر منصوب شده‌اند ؟,بله,خیر، از خانواده سلطنتی شیخ خلیفه بن حمد بن خلیفه آل ثانی تاکنون 5 نفر به‌عنوان امیر قطر منصوب شده‌اند.,خیر، از خانواده سلطنتی شیخ خلیفه بن حمد بن خلیفه آل ثانی تاکنون 5 نفر به‌عنوان امیر قطر منصوب شده‌اند.,False,
کدام یک از فیلم هایی که حفیصه حرزی در آن نقش داشته نخستین بار در بخش رقابتی جشنواره فیلم کن ۲۰۱۱ اکران شد ؟,خانه بردباری,"فیلم ""پرسه در شهر سرد""","فیلم ""پرسه در شهر سرد""",False,
کدام یک از فیلم هایی که حفیصه حرزی در آن نقش داشته در سبک درام است ؟,خانه بردباری,"فیلم ""چند متر مکعب عشق""","فیلم ""چند متر مکعب عشق""",False,
کدام یک از فیلم هایی که حفیصه حرزی در آن نقش داشته در سال ۲۰۱۱ منتشر شد ؟,خانه بردباری,"فیلم ""چند متر مکعب عشق""","فیلم ""چند متر مکعب عشق""",False,
کارگردان کدام یک از فیلم هایی که حفیصه حرزی در آن نقش داشته برتران بونلو بوده است ؟,خانه بردباری,"فیلم ""آنجا"" (Là-bas)","فیلم ""آنجا"" (Là-bas)",False,
فردی که شخصیت تخیلی لوک اسکای‌واکر توسط او پدید آمده است تا چه سالی رئیس کمپانی لوکاس فیلم بود ؟,2012 سال,جورج لوکاس تا سال 2012 رئیس کمپانی لوکاس فیلم بود.,جورج لوکاس تا سال 2012 رئیس کمپانی لوکاس فیلم بود.,True,
فردی که شخصیت تخیلی لوک اسکای‌واکر توسط او پدید آمده است کمپانی لوکاس فیلم را به کدام شرکت فروخت ؟,شرکت والت دیزنی,کمپانی دیزنی,کمپانی دیزنی,True,
آیا فردی که شخصیت تخیلی لوک اسکای‌واکر توسط او پدید آمده است از مهم‌ترین چهره‌های جنبش هالیوود نو بود ؟,بله,بله، فردی که شخصیت لوک اسکای‌واکر را پدید آورده، جورج لوکاس است و او از مهم‌ترین چهره‌های جنبش هالیوود نو به شمار می‌رود.,بله، فردی که شخصیت لوک اسکای‌واکر را پدید آورده، جورج لوکاس است و او از مهم‌ترین چهره‌های جنبش هالیوود نو به شمار می‌رود.,False,
کدام یک از خطرناکترین انواع بیماری‌هایی که توسط برخی انواع پشه منتقل می‌شوند از فیلاریا منشا می‌ گیرد ؟,فیلاریازیس,بیماری لیشمانیوز,بیماری لیشمانیوز,False,
کدام یک از رهبران سیاسی روسیه و متحدانش در ده سالگی به حکومت رسید ؟,پطر کبیر,پیتر بزرگ,پیتر بزرگ,True,
آیا روزنامه ای که جاستین چنگ برای آن می‌نویسد دومین روزنامه بزرگ مناطق شهری در ایالات متحده می‌باشد ؟,بله,بله، روزنامه‌ای که جاستین چنگ برای آن می‌نویسد، دومین روزنامه بزرگ مناطق شهری در ایالات متحده است.,بله، روزنامه‌ای که جاستین چنگ برای آن می‌نویسد، دومین روزنامه بزرگ مناطق شهری در ایالات متحده است.,True,
کدام یک از روزنامه هایی که جاستین چنگ برای آن می‌نویسد در قسمت غربی ایالات متحده آمریکا توزیع می‌شود ؟,لس آنجلس تایمز,لس آنجلس تایمز,لس آنجلس تایمز,True,
لقب نویسنده رمان خورشید همچنان می‌دمد چه بود ؟,پدر ادبیات مدرن,"لقب نویسنده رمان ""خورشید همچنان می‌دمد"" ارنست همینگوی است.","لقب نویسنده رمان ""خورشید همچنان می‌دمد"" ارنست همینگوی است.",False,
آیا نویسنده رمان خورشید همچنان می‌دمد از پایه‌گذاران وقایع‌نگاری ادبی شناخته می شود ؟,بله,"بله، نویسنده رمان ""خورشید همچنان می‌دمد"" از پایه‌گذاران وقایع‌نگاری ادبی شناخته می‌شود.","بله، نویسنده رمان ""خورشید همچنان می‌دمد"" از پایه‌گذاران وقایع‌نگاری ادبی شناخته می‌شود.",True,
از بین مجموعه تلوزیونی اداره و فصل سوم مجموعه کمدی موقعیت اداره کدام یک زودتر پخش شده است ؟,مجموعه تلوزیونی اداره,مجموعه تلویزیونی اداره زودتر پخش شده است.,مجموعه تلویزیونی اداره زودتر پخش شده است.,True,
کدام یک از شرکت‌های هواپیمایی که در فرودگاه بین‌المللی سپهبد شهید قاسم سلیمانی فعال هستند در سال 1351 راه‌اندازی  شده اند ؟,ایران ایرتور,شرکت هواپیمایی ایران ایر (Homa),شرکت هواپیمایی ایران ایر (Homa),False,
آیا دو فیلم فردایی بهتر و قهرمانان گریه نمی‌کنند را جان وو کارگردانی کرده است ؟,بله,خیر، جان وو کارگردان این دو فیلم نیست.,خیر، جان وو کارگردان این دو فیلم نیست.,False,
آیا دو فیلم آرتی شاو: زمان چیزی است که به‌دست آورده‌ای و بی‌خانمانی در آمریکا هر دو در یک سال منتشر شده اند ؟,بله,بله، هر دو فیلم در سال 2021 منتشر شده‌اند.,بله، هر دو فیلم در سال 2021 منتشر شده‌اند.,True,
