question,answer,model_answer,id,clean_model_answer,is_correct
حاکم اصفهان در زمان مرگ نادر چه کسی بود؟,ابوالفتح‌خان بختیاری,علی‌قلی خان,1602619,علی‌قلی خان,False
چرا صربیا یکی از مشهورترین کشورها در زمینه رپ در اروپا محسوب می‌شود؟,به لطف وجود گروه رپ سندیکای بلگراد,به خاطر هنرمندان برجسته و فرهنگ موسیقی غنی,1617814,به خاطر هنرمندان برجسته و فرهنگ موسیقی غنی,False
مسیحی پروتستان چگونه است؟,,مسیحی که به اصول پروتستانتیسم پایبند است و بر اساس کتاب مقدس و ایمان شخصی به خداوند زندگی می‌کند.,1631389,مسیحی که به اصول پروتستانتیسم پایبند است و بر اساس کتاب مقدس و ایمان شخصی به خداوند زندگی می‌کند.,False
مرحله ی بتا را شرح دهید.,مرحله‌ای که آن (نرم‌افزار) اشکال‌زدایی می‌گردد,مرحله ی بتا مرحله ای از توسعه نرم افزار است که در آن محصول به صورت عمومی منتشر می شود تا کاربران واقعی بتوانند آن را آزمایش کنند و بازخورد دهند.,1644030,مرحله ی بتا مرحله ای از توسعه نرم افزار است که در آن محصول به صورت عمومی منتشر می شود تا کاربران واقعی بتوانند آن را آزمایش کنند و بازخورد دهند.,False
جین آئو- یونگ در چه سالی متولد شد؟َ,,۱۹۱۲,1617539,۱۹۱۲,False
تیلور اولین مأموریت خود را در چه تاریخی به نتیجه رساند؟,در شب ۲۹ اکتبر ۱۹۶۹ (۱۳۴۸ ه‍. ش),سال ۱۹۶۱,1619054,سال ۱۹۶۱,False
اینترنت شامل چه شبکه‌هایی است؟,شبکه‌های خصوصی، عمومی، دانشگاهی، تجاری و دولتی,شبکه‌های محلی، شبکه‌های گسترده، شبکه‌های خصوصی و عمومی,1618870,شبکه‌های محلی، شبکه‌های گسترده، شبکه‌های خصوصی و عمومی,False
طبق مطالعات انجام شده انسان ها از چند سال پیش مراسم آئینی اجرا می کردند؟,انسان از ۳۰۰۰۰ سال پیش مراسم آئینی اجرا می‌کرده‌است,حدود ۱۰۰ هزار سال پیش,1646967,حدود ۱۰۰ هزار سال پیش,False
حزب دموکرات ایالات متحده آمریکا توسط چه کسانی تأسیس شد؟,,توماس جفرسون و جیمز مدیسون,1635467,توماس جفرسون و جیمز مدیسون,False
ماده حاجب پرتونگاری چیست؟,,ماده‌ای که برای بهبود کنتراست تصاویر پرتونگاری استفاده می‌شود.,1640515,ماده‌ای که برای بهبود کنتراست تصاویر پرتونگاری استفاده می‌شود.,False
نویسنده‌ی کتاب «کُرّاسهٔ اَلمَعی» چه کسی است؟ ,غلامحسین افضل‌الملک,محمود دولت‌آبادی,1608254,محمود دولت‌آبادی,False
مشیرالدوله در خرداد چه سالی دولت تشکیل داد؟,۱۳۰۲,سال ۱۳۰۴,1637604,سال ۱۳۰۴,False
"پیوندهای هیدروژن بین مولکول‌های آب آنها را چند درصد نزدیکتر از آنچه انتظار می‌رود در یک مایع ساده که فقط دارای نیروی واندروالسی باشد، قرار داده‌است؟
",تقریباً ۱۵٪,۱۵ درصد,1624923,۱۵ درصد,True
هرمز سوم در باختر با چه کسی جنگید؟,هپتالیان,آشوربانیپال,1642693,آشوربانیپال,False
چه کسی پیرو برکناری قباد اول توسط اشراف، به تخت شاهنشاهی ساسانی نشست؟,جاماسپ,کیخسرو,1642854,کیخسرو,False
واحد های بزرگ سیاسی تمدن یونان چه نام دارد؟,پولیس,پولیس,1647080,پولیس,True
ماهواره‌های کدام مدارات جهت مشاهدۀ سطح زمین مورد استفاده قرار می‌گیرند؟,مدارات قطبی,مدارهای کم ارتفاع و مدارهای متوسط,1632806,مدارهای کم ارتفاع و مدارهای متوسط,False
یزگرداول با چه کسی ازدواج کرد؟,شاهزاده یهودی,شهربانو,1642525,شهربانو,False
موسیقی رپ در بر گیرنده چیست؟,الفاظ مستهجن، خشن، ضد سفیدپوست و توهین‌آمیز نسبت به زنان,شعر و ریتم,1617304,شعر و ریتم,False
اولین گام در تأسیس صنعت نفت ایران و شرکت نفت انگلوپرشین چه بود؟,چاه شماره یک,کشف نفت در مسجد سلیمان,1614356,کشف نفت در مسجد سلیمان,False
منظور از آتریاد چیست؟,تیپ,سه‌گانه,1637361,سه‌گانه,False
حسین بن محمد تقی نوری ملقب به چه نامی ‌است؟,خاتم المحدثین,نوری,1601228,نوری,False
واژهٔ گوگول به چه معنی است؟,عدد یک به همراه صد صفر,عدد یک followed by 100 صفر,1611765,عدد یک followed by 100 صفر,True
کشور شیلی در کدام قاره قرار دارد؟,,آمریکا,1606748,آمریکا,False
اصطلاح شنای سگی به چه معناست؟,سر را بیرون از آب نگه داشته و شنا می‌کند,نوعی شنا که در آن فرد به صورت غیرطبیعی و با حرکات نامنظم دست و پا می‌زند.,1645692,نوعی شنا که در آن فرد به صورت غیرطبیعی و با حرکات نامنظم دست و پا می‌زند.,False
در زمان صدارت چه کسی در دورهٔ ناصرالدین شاه قاجار، پرچم شیر و خورشید ایران بر فراز سفارت ایران در لندن برافراشته شد؟,امیرکبیر,میرزا حسین خان سپهسالار,1608469,میرزا حسین خان سپهسالار,False
احمدشاه، ایران را به قصد کدام کشور ترک کرد و هرگز بازنگشت؟,,افغانستان,1637612,افغانستان,True
چرا غواصی عمیق‌تر نیاز به مخلوط شدن مقدار قابل توجهی از اکسیژن با سایر گازها، از جمله نیتروژن یا هلیوم دارد؟,تا از اثر مسمومیت با اکسیژن جلوگیری شود.,برای جلوگیری از مسمومیت با اکسیژن و کاهش خطرات ناشی از فشار بالا,1625265,برای جلوگیری از مسمومیت با اکسیژن و کاهش خطرات ناشی از فشار بالا,True
بعد از کودتا اسفند 1299 مسعود خان به چه سمتی رسید؟,وزیر جنگ,وزارت جنگ,1637546,وزارت جنگ,True
در جنگ جهانی اول و جنگ جهانی دوم، ژاپن در کدام جبهه قرار داشت؟,در جنگ جهانی اول، ژاپن از متفقین بود و در جنگ جهانی دوم با متفقین می‌جنگید.,متحدین,1622330,متحدین,False
بودجه تئاتر ملی از کجا تأمین می گشت؟,امکانات و بودجهٔ خود را از محل خیریه آموزش و پرورش تأمین می‌کرد,دولت,1647251,دولت,False
اکسیژن عضوی از خانواده عناصر کدوم گروه است؟,گروه کالکوژن,گروه ۱۶,1624231,گروه ۱۶,True
در دهه‌های ۱۹۶۰ تا ۱۹۸۰ گرایش غالب حزب جمهوری‌خواهان را چه گروهی شکل می‌دادند؟,میانه‌روها,محافظه‌کاران,1635520,محافظه‌کاران,False
چه کسی کادوسیان را شکست داد؟,نی‌نوس شاه آشوری,مهدی علی‌نژاد,1609850,مهدی علی‌نژاد,False
کدام‌یک از فرهنگ‌ها در فرهنگ ژاپن تاثیر داشتند؟,فرهنگ ژاپن طی هزاران سال از دوره جومون تا به امروز در حال تکامل بوده، فرهنگ معاصر ژاپن بسیار از آسیا، اروپا و آمریکای شمالی تأثیر پذیرفته‌است و در این بین نفوذ فرهنگ چینی پر رنگ‌تر است.,چینی و غربی,1623174,چینی و غربی,False
اینترنت از کدام دههٔ به صورت یک شبکهٔ همگانی و جهان‌شمول درآمد؟,از اواسط دههٔ ۱۹۹۰,دههٔ ۱۹۹۰,1618876,دههٔ ۱۹۹۰,False
اینترنت چیست؟,شبکه‌ای از شبکه‌ها,یک شبکه جهانی از کامپیوترها,1618869,یک شبکه جهانی از کامپیوترها,False
چرا شوروی نظر مساعدی نسبت به رضاخان داشت؟,رهبر مبارزهٔ ملی علیه نفوذ بریتانیا,به دلیل منافع استراتژیک و مقابله با نفوذ بریتانیا در ایران,1637664,به دلیل منافع استراتژیک و مقابله با نفوذ بریتانیا در ایران,True
کلمه‌ی گوگل برگرفته از چه واژه‌ای است؟,,گوگول,1611604,گوگول,False
احزاب عمده ی هلند را نام ببرید؟,دموکرات مسیحی، سوسیال دموکرات (کار)، سوسیالیست، حزب سبزها و لیبرال,حزب مردم برای آزادی و دموکراسی، حزب کار، حزب سبزها، حزب آزادی، حزب سوسیالیست,1631505,حزب مردم برای آزادی و دموکراسی، حزب کار، حزب سبزها، حزب آزادی، حزب سوسیالیست,False
برای چه کسانی دشوار است که بتوانند وارد جریان اصلی ایالات متحده آمریکا بشوند؟,هنرمندان هیپ هاپ آسیایی,اقلیت‌ها و مهاجران,1617531,اقلیت‌ها و مهاجران,False
تا چند سال بعد از هوور، جمهوری‌خواهان از قدرت کنار گذاشته شدند؟,۲۰,۱۲ سال,1635877,۱۲ سال,False
تمدن اژه ای پیشاهنگ کدام تمدن بود؟,تمدن یونانی,تمدن یونان باستان,1647022,تمدن یونان باستان,True
ایوان ساترلند، درچه سالی، لارنس رابرتس را بر آن گماشت که پروژه‌ای را برای ایجاد یک شبکه آغاز نماید؟,سال ۱۹۶۵,سال ۱۹۶۹,1619107,سال ۱۹۶۹,False
در سال ۱۸۴۶ اولین مسابقه ی شنا در کجا و در چه مسافتی برپا شد؟,در مسافت ۴۴۰ یارد در استرالیا,در انگلستان و مسافت ۴۰۰ متر,1645462,در انگلستان و مسافت ۴۰۰ متر,False
ریشهٔ شبکهٔ عظیم جهانی اینترنت به کدام دههٔ بازمی‌گردد؟,دههٔ ۱۹۶۰,دههٔ ۱۹۶۰,1618874,دههٔ ۱۹۶۰,True
گالریوس در نبرد های پیاپی برچه کسی پیروز شد؟,نرسه,ماکسیمین دایا,1642193,ماکسیمین دایا,False
روش‌های ذخیره سازی اکسیژن را نام ببرید؟,شامل کپسول اکسیژن با فشار بالا، فوق سردسازی و ترکیبات شیمیایی است,فشرده‌سازی، مایع‌سازی، جذب سطحی، ذخیره‌سازی در مواد شیمیایی,1625145,فشرده‌سازی، مایع‌سازی، جذب سطحی، ذخیره‌سازی در مواد شیمیایی,False
نخستین آثار ادبیات ژاپنی به کدام زبان سروده شدند؟,زبان چینی کلاسیک,زبان ژاپنی,1623176,زبان ژاپنی,False
در ژوئن ۲۰۲۰، دادخواستی که توسط دادگاه فدرال کالیفرنیا علیه گوگل تنظیم شد، گوگل را ملزم به پرداخت چه مبلغی کرد؟,۵ میلیارد دلار,۵ میلیارد دلار,1612339,۵ میلیارد دلار,True
دکترین کلیسای کاتولیک بر چه چیزی استوار است؟,اعتقاد نامه نیقیه,کتاب مقدس و سنت,1630215,کتاب مقدس و سنت,False
لاوازیه چه کسی بود؟,اولین کسی بود که اکسیژن را به‌عنوان یک عنصر شیمیایی مستقل به‌شمار آورد و به‌درستی به نقش آن در سوختن اشاره کرد,شیمیدان فرانسوی,1624295,شیمیدان فرانسوی,False
تعداد ضربه‌های پا در طی یک دور در شنای پروانه به طور عمومی نسبت به کرال سینه چگونه است؟,کمتر,کمتر است,1627716,کمتر است,True
پاریس در کدام قاره قرار گرفته‌است؟,اروپا,اروپا,1605288,اروپا,True
در انتهای مقالهٔ «شیر و خورشید: نشان رسمی دولت ایران» چه تصاویری گردآوری شده‌است؟,تصویرهای گوناگونی از نقوش شیر و خورشید,تصاویر شیر و خورشید,1608741,تصاویر شیر و خورشید,False
آبراهام لینکلن در انتخابات ریاست جمهوری در سال ۱۸۶۰ چه کسی را شکست داد و وارد کاخ سفید شد؟,,استیفن داگلاس,1635700,استیفن داگلاس,False
اولین پادشاه دوران قاجار چه کسی بود؟,,فتحعلی شاه قاجار,1608256,فتحعلی شاه قاجار,False
شنا در برنامه های نظامی تمدن های باستانی چه جایگاهی داشت؟,,جایگاه مهمی داشت,1645296,جایگاه مهمی داشت,False
موسیقی هیپ هاپ، چگونه است؟,به صورت اشعار بسیار ریتمیک پر از تکنیک‌هایی همچون همگونی مصوت‌ها، تجانس آوایی، و قافیه است,موسیقی ریتمیک و شعر محور,1616959,موسیقی ریتمیک و شعر محور,False
در شنای پروانه حرکت پاها مانند حرکت چه چیزی در آب است؟,دلفین,حرکت دلفین,1627662,حرکت دلفین,True
شاهنشاهی ساسانی را چه کسی پایه گذاری کرد؟,اردشیر بابکان,اردشیر بابکان,1641784,اردشیر بابکان,True
پاتریشیا کرون، مایکل کوک بر اساس متن و تحقیقات باستان‌شناسی معتقدند مسجد الحرام در کجا واقع شده‌است؟,شمال غربی شبه جزیره عربستان,مکه,1601119,مکه,False
روش پزشکی پرفشار توسط چه کسی ابداع شد؟,,آقای هاروی وینستون,1625209,آقای هاروی وینستون,False
شعار غیررسمی شرکت گوگل توسط چه کسی ابداع شد؟,مهندس گوگل امیت پاتل,سرگئی برین,1611603,سرگئی برین,False
شنا در کدام گروه از ورزش ها قرار می گیرد؟,ورزش‌های آبی,ورزش های آبی,1645347,ورزش های آبی,True
چه چیز هایی اثرات اجتماعی بسیاری در طرز رفتار جوان مدرن داشته‌است؟,موفقیت چشمگیر هیپ هاپ --- مخصوصاً سبک رپ گانگستری ---,رسانه‌های اجتماعی و فناوری‌های نوین,1617248,رسانه‌های اجتماعی و فناوری‌های نوین,False
در چه سالی با تصویب مجلس شورای ملی به رضاشاه لقب رضاشاه کبیر داده شد؟,۱۳۲۸,سال ۱۳۰۴,1637229,سال ۱۳۰۴,False
نام عموی شورشی محمد شاه قاجار که بود؟,حسین‌علی میرزا فرمانفرما,عموی شورشی محمد شاه قاجار، میرزا آقاخان نوری بود.,1608417,عموی شورشی محمد شاه قاجار، میرزا آقاخان نوری بود.,False
درچه تاریخی بهرام دوم درگذشت؟,۲۹۳,سال ۳۹۳ میلادی,1642134,سال ۳۹۳ میلادی,False
شاپور دوم امپراتوری خود را در کجا برقرارکرد؟,نواحی جنوبی,ایران,1642354,ایران,False
زیباترین تپه گیلان چه نام دارد؟,,تپه‌ های باستانی سیاهکل,1610147,تپه‌ های باستانی سیاهکل,False
دارالفنون در چه سالی تأسیس شد؟,۱۲۳۰ خورشیدی (۱۸۵۱ میلادی),سال ۱۲۶۸,1603892,سال ۱۲۶۸,False
بسیاری از برنامه‌نویس‌های حرفه‌ای به چه عنوان برای شرکت‌های مشاوره‌ای در محل‌های خدمت گیرنده کار می‌کنند؟,پیمانکار,مشاور فناوری اطلاعات,1634181,مشاور فناوری اطلاعات,False
واژه اینترنت اولین‌بار توسط چه کسی استفاده شد؟,,وینتون سرف,1619228,وینتون سرف,False
به چه علت برابرسازی پرداختی ها توسط دولت فدرال کانادا صورت گرفت؟,تا به مردم اطمینان ببخشد که استانداردهای برابری در مورد ارائهٔ خدمات و اخذ مالیات، در میان استان‌های فقیر و غنی، ارائه می‌شود.,کاهش نابرابری اقتصادی,1639183,کاهش نابرابری اقتصادی,False
موزهٔ ارمیتاژ در کدام کشور است؟,روسیه,روسیه,1608579,روسیه,True
به طور کلی با هر حرک دست در شنای پروانه چند بار پای پروانه زده‌ می‌شود؟,دو بار,دو بار,1627768,دو بار,True
چرا جاماسپ مالیات ها را کاهش داد؟,به منظور کمک به کشاورزان و فقرا,برای تحریک اقتصاد و افزایش رفاه عمومی,1642858,برای تحریک اقتصاد و افزایش رفاه عمومی,False
در سرشماری سال ۲۰۱۶ کانادا، جمعیت ایرانیان به چند نفر رسید؟,حدود ۲۱۰ هزار نفر,۱۶۰۰۰۰ نفر,1639296,۱۶۰۰۰۰ نفر,False
چه ورزش هایی تبدیل به سرگرمی  شده اند؟,چوگان,ورزش های رزمی، یوگا، دوچرخه سواری، شنا، و پیاده روی,1642638,ورزش های رزمی، یوگا، دوچرخه سواری، شنا، و پیاده روی,False
چه کسانی بر اساس متن و تحقیقات باستان‌شناسی تصور کرده‌اند که «مسجدالحرام» در مکه واقع نشده‌است؟,پاتریشیا کرون، مایکل کوک,برخی محققان و باستان‌شناسان,1601118,برخی محققان و باستان‌شناسان,False
چه کسی به این نتیجه رسید که اجرای قرارداد ۱۹۱۹ امری غیرممکن است؟,آیرونساید,سید ضیاءالدین طباطبایی,1637483,سید ضیاءالدین طباطبایی,False
هاب را تعریف کنید؟,,هاب دستگاهی است که برای اتصال چندین دستگاه به یک شبکه استفاده می‌شود.,1618938,هاب دستگاهی است که برای اتصال چندین دستگاه به یک شبکه استفاده می‌شود.,False
الکسا چه چیز را بعنوان پربازدیدترین وبگاه اینترنت در فهرستش قرار داده‌است؟,اینترنت وبگاه گوگل در آمریکا,گوگل,1611712,گوگل,False
اولین گروه رپ که یک آلبوم هیپ هاپ رومانیایی عرضه کرد در آن به چه موضوعاتی پرداخت؟,«اجتماعی»,مسائل اجتماعی و سیاسی,1617760,مسائل اجتماعی و سیاسی,True
شرکت اَپل مجوز استفاده از آی‌اواس برای چه چیزی را نمی‌دهد؟,برای نصب بر روی سخت‌افزارهای شخص ثالث,دستگاه‌های غیر اپل,1621048,دستگاه‌های غیر اپل,False
طوایف عرب خوزستان همگی از چه دسته‌ ای بودند؟,دسته کوچ نشین، غیر ثابت و با اصل و نسب مشخص در شبه جزیره عربستان,عرب,1614298,عرب,False
چرا ارمنستان همیشه مهم بوده است؟,اهمیت استراتژیک و اقتصادی داشته و به عنوان سرزمین حایل بین ایران و روم بوده.,موقعیت جغرافیایی و تاریخی,1642076,موقعیت جغرافیایی و تاریخی,False
شنا برای کودکان زیر سه سال به چه صورت می باشد؟,شنا برای کودکان زیر سه سال فقط به صورت به اصطلاح شنای سگی است,آموزش شنا به صورت بازی و تحت نظارت والدین,1645691,آموزش شنا به صورت بازی و تحت نظارت والدین,False
استان ها مسئول اکثر چه برنامه هایی هستند؟,برنامه‌های اجتماعی,برنامه های توسعه ای و عمرانی,1639184,برنامه های توسعه ای و عمرانی,False
شگون ها تا چه سده‌ای بر ژاپن حکومت می‌کردند؟,تا نیمه اول سده نوزدهم حکومت مستبدانه خود را بر ژاپن ادامه دادند.,سده ۱۹,1622839,سده ۱۹,False
انواع طبل را نام ببرید؟,,طبل بزرگ، طبل کوچک، طبل تنبک، طبل دایره‌ای، طبل کنگو، طبل جاز,1616965,طبل بزرگ، طبل کوچک، طبل تنبک، طبل دایره‌ای، طبل کنگو، طبل جاز,False
آی‌اواس در ابتدا برای کدام دستگاه‌ها توسعه داده می‌شد؟,آیفون و آی‌پاد,آی‌فون,1621047,آی‌فون,False
به چه علت پیشینه‌ی تاریخی پاسارگاد در طول تاریخ ناشناخته مانده‌است؟,تغییرنام این شهر,کمبود منابع تاریخی و کاوش‌های باستان‌شناسی,1615631,کمبود منابع تاریخی و کاوش‌های باستان‌شناسی,False
ابن بلخی در بیان راه‌های بین شیراز و اصفهان چند راه اصلی نام می‌برد؟,سه راه اصلی,دو راه اصلی,1615739,دو راه اصلی,False
زبان‌های برنامه‌نویسی محبوبی که برای وب و نرم‌افزارهای کاربردی تجاری استفاده می‌شوند را نام ببرید؟,جاوا، سی شارپ، ویژوال بیسیک و پی‌اچ‌پی,جاوا، پایتون، جاوااسکریپت، سی‌شارپ، PHP,1634237,جاوا، پایتون، جاوااسکریپت، سی‌شارپ، PHP,False
در سال ۱۲۸۸ رضاخان برای چه چیزی به زنجان و اردبیل اعزام شد؟,خواباندن شورش‌های طرفداران محمدعلی‌شاه و مخالفان مشروطه,سرکوب شورش مردم,1637356,سرکوب شورش مردم,False
مایکل سندی‌ووجیس در چه سالی متولد شد؟,,سال ۱۹۷۲,1624297,سال ۱۹۷۲,False
چه زمانی جام توماس لیپتون به عنوان نخستین دوره رقابت‌های جام جهانی شناخته می‌شد؟,,سال ۱۹۳۰,1606523,سال ۱۹۳۰,False
شالبافی در کجا و توسط چه کسانی دراستان گیلان رایج است؟,شالبافی در تالش و توسط گالش‌ها,شالبافی در استان گیلان توسط زنان محلی رایج است.,1610202,شالبافی در استان گیلان توسط زنان محلی رایج است.,False
پس از چه رویدادی فعالیت‌های سازمان دارِ تئاتر در اروپای غربی متوقف شد؟,پس از سقوط امپراتوری روم,جنگ جهانی اول,1647194,جنگ جهانی اول,False
نام فرد ایرانی که پست‌هایی همچون مشاور ارشد مدیر عامل گوگل و نایب‌رئیس ارشد بخش فروش را در این شرکت داشت چه بود؟,امید کردستانی,فریدون نیکو,1612111,فریدون نیکو,False
دوره‌ی مداری چیست؟,,زمانی که یک جسم در مدار خود یک دور کامل می‌زند.,1632690,زمانی که یک جسم در مدار خود یک دور کامل می‌زند.,True
بزرگترین مشکل استان خوزستان در حال حاضر چیست؟,,کمبود آب,1614521,کمبود آب,False
کریم‌خان زند خود را چه نامید؟,او خود راوکیل الرعایا نامید,سلطان,1602561,سلطان,False
چه چیزی در استان خوزستان قابلیت بالقوهٔ کشاورزی فراوانی ایجاد کرده‌است؟,ساختار جلگه‌ای استان خوزستان,آب و هوای مناسب و منابع آبی,1614462,آب و هوای مناسب و منابع آبی,False
بعد از لیندون بنیز جانسون چه کسی رئیس جمهور شد؟,ریچارد نیکسون,ریچارد نیکسون,1635932,ریچارد نیکسون,True
مدار ژئوسنکرون زمین در چه فاصله‌ای از سطح زمین است؟,۳۶۰۰۰ کیلومتری,حدود ۳۵۷۸۶ کیلومتر,1633021,حدود ۳۵۷۸۶ کیلومتر,False
علی بن موسی الرضا چگونه به شهادت رسید؟ ,,سم,1607979,سم,False
در قرن ۴ام اسلامی برای جمع‌آوری قرائت‌های مختلف قرآنی برای هر قاری چند راوی قرار دادند؟,دو,چهار راوی,1601393,چهار راوی,False
