question,answer,model_answer,id,clean_model_answer,is_correct
آیا ویژه برنامه بیست و یکمین دوره ی جام جهانی فوتبال توسط مجید یاسر و علی انصاریان اجرا شد ؟,بله,"<Think>مجید یاسر و علی انصاریان ویژه برنامه جام جهانی فوتبال ۲۰۱۸ را با نام ""بیست چهارده"" اجرا کردند. جام جهانی ۲۰۱۸ بیست و یکمین دوره جام جهانی فوتبال بود.</Think>
<ANSWER>بلی</ANSWER>",34,بلی,True
آیا فرانسه در جام جهانی ای که ویژه برنامه زابیواکا از تلویزیون اینترنتی آیو اسپرت پخش می‌شد قهرمان جهان شد ؟,بله,<ANSWER>بلی</ANSWER>,35,بلی,True
آیا نویسنده‌ی هری پاتر و تالار اسرار چند داستان جنایی نوشته است ؟,بله,"<Think>نویسنده هری پاتر و تالار اسرار جی.کی. رولینگ است. او با نام مستعار رابرت گالبریت، مجموعه‌ای از داستان‌های جنایی را به نام «کرمو و استرایک» (Cormoran Strike) منتشر کرده است.</Think>
<ANSWER>بلی</ANSWER>",2282,بلی,True
آیا مجموعه فانتزی هری پاتر و ترانه بیلی جین از پرفروش ترین آثار می باشند ؟,بله,"<Think>مجموعه هری پاتر یکی از پرفروش‌ترین مجموعه‌های کتاب در تاریخ است و فیلم‌های آن نیز جزو پرفروش‌ترین فرنچایزهای سینمایی محسوب می‌شوند. ترانه ""بیلی جین"" از مایکل جکسون نیز یکی از پرفروش‌ترین تک‌آهنگ‌های تاریخ موسیقی است.</Think>
<ANSWER>بلی</ANSWER>",2284,بلی,True
کدام بازیگر آمریکایی که در فیلم نیمه ماه مارس ایفای نقش کرده نامزد دریافت یک جایزهٔ فیلم بفتا و یک جایزهٔ گلدن گلوب بوده‌است ؟,مریسا تومی,"<Think>بازیگر آمریکایی که در فیلم نیمه ماه مارس (The Ides of March) نقش آفرینی کرده و نامزد دریافت جایزه بفتا و گلدن گلوب بوده است. ابتدا بازیگران آمریکایی حاضر در این فیلم را شناسایی می‌کنیم:
1.  جورج کلونی (George Clooney)
2.  رایان گاسلینگ (Ryan Gosling) - کانادایی است، پس حذف می‌شود.
3.  فیلیپ سیمور هافمن (Philip Seymour Hoffman)
4.  پال جیاماتی (Paul Giamatti)
5.  ایوان ریچل وود (Evan Rachel Wood)
6.  ماریسا تومی (Marisa Tomei)
7.  جفری رایت (Jeffrey Wright)
8.  مکس مینگلا (Max Minghella) - بریتانیایی است، پس حذف می‌شود.

اکنون بررسی می‌کنیم که کدام یک از بازیگران آمریکایی باقی‌مانده (جورج کلونی، فیلیپ سیمور هافمن، پال جیاماتی، ایوان ریچل وود، ماریسا تومی، جفری رایت) نامزد هر دو جایزه بفتا و گلدن گلوب بوده‌اند (نه لزوماً برای این فیلم، بلکه در کل دوران حرفه‌ای خود):

*   **جورج کلونی:** نامزد و برنده چندین جایزه گلدن گلوب و بفتا برای نقش‌آفرینی‌ها و کارهای کارگردانی/نویسندگی خود بوده است. برای نقش‌های بازیگری نیز نامزد هر دو جایزه بوده است. (مثلاً گلدن گلوب برای Syriana و The Descendants، بفتا برای Syriana و Up in the Air و The Descendants). او همچنین در فیلم ""نیمه ماه مارس"" کارگردان، نویسنده و بازیگر اصلی بود.
*   **فیلیپ سیمور هافمن:** نامزد چندین جایزه گلدن گلوب (برنده برای Capote) و بفتا (برنده برای Capote) بوده است. او نیز معیارهای لازم را دارد.
*   **پال جیاماتی:** نامزد چندین جایزه گلدن گلوب (برنده برای John Adams و The Holdovers) و بفتا (نامزد برای Sideways و The Holdovers) بوده است. او نیز معیارهای لازم را دارد.
*   **ماریسا تومی:** نامزد چندین جایزه گلدن گلوب (برای In the Bedroom و The Wrestler) و بفتا (برای The Wrestler) بوده است. او نیز معیارهای لازم را دارد.
*   **ایوان ریچل وود:** نامزد جایزه گلدن گلوب (برای Mildred Pierce و Westworld) بوده است، اما نامزد جایزه بفتا برای بازیگری نبوده است.
*   **جفری رایت:** نامزد جایزه گلدن گلوب (برای Angels in America و American Fiction) بوده است. اخیراً برای فیلم ""American Fiction"" نامزد جایزه بفتا نیز شده است.

چندین بازیگر آمریکایی در این فیلم حضور داشتند که نامزد هر دو جایزه بوده‌اند. جورج کلونی، به دلیل نقش محوری‌اش در این فیلم (هم بازیگر، هم کارگردان و نویسنده) و سابقه طولانی در نامزدی و دریافت این جوایز، گزینه مناسبی است.</Think>
<ANSWER>جورج کلونی</ANSWER>",1138,جورج کلونی,False
استودیویی که فیلم کایوت در برابر اکمی در آینده به وسیله آن توزیع خواهد شد متعلق به کدام رسانه است ؟,رسانه وارنر,"<Think>فیلم کایوت در برابر اکمی قرار است توسط برادران وارنر پیکچرز توزیع شود. برادران وارنر پیکچرز یکی از شرکت‌های زیرمجموعه برادران وارنر دیسکاوری است.</Think>
<ANSWER>برادران وارنر دیسکاوری</ANSWER>",2286,برادران وارنر دیسکاوری,True
کدام تیم ژاپنی سابقه ۲ قهرمانی در رقابت سالانهٔ فوتبال باشگاهی قاره‌ای که توسط کنفدراسیون فوتبال آسیا اداره می‌شود را دارد ؟,اوراوا رد دایمندز,"<Think>تیم‌های ژاپنی مختلفی در لیگ قهرمانان آسیا (یا رقابت‌های قبلی آن) قهرمان شده‌اند. در میان آنها، اوراوا رد دایموندز سابقه دو قهرمانی در سال‌های ۲۰۰۷ و ۲۰۱۷ را دارد.</Think>
<ANSWER>اوراوا رد دایموندز</ANSWER>",47,اوراوا رد دایموندز,True
نام رسمی لیگی که تیم اوراوا رد دایمندز سابقه قهرمانی در فصل‌های ۲۰۰۷ و ۲۰۱۷ را در آن دارد چیست ؟,لیگ قهرمانان ای‌اف‌سی,"<Think>اوراوا رد دایمندز یک تیم فوتبال ژاپنی است. این تیم سابقه قهرمانی در لیگ قهرمانان آسیا را در سال‌های ۲۰۰۷ و ۲۰۱۷ دارد. بنابراین، نام رسمی لیگی که این تیم در آن قهرمان شده، لیگ قهرمانان آسیا است.</Think>
<ANSWER>لیگ قهرمانان آسیا</ANSWER>",48,لیگ قهرمانان آسیا,True
سرمربی فعلی تیم ملی فوتبالی که فرانسیسکو خنتو در دورانی ۱۴ ساله از سال ۱۹۵۵ تا ۱۹۶۹ عضو آن بوده چه کسی است ؟,لوییس انریکه,"<Think>فرانسیسکو خنتو از سال ۱۹۵۵ تا ۱۹۶۹ عضو باشگاه رئال مادرید بوده است، نه تیم ملی. بنابراین، این فرض در پرسش که او در این دوران عضو تیم ملی بوده، صحیح نیست.</Think>
<ANSWER>این فرض که فرانسیسکو خنتو از سال ۱۹۵۵ تا ۱۹۶۹ عضو یک تیم ملی بوده و در آن دوران ۱۴ ساله بازی کرده، صحیح نیست. او در این دوران عضو باشگاه رئال مادرید بود.</ANSWER>",51,این فرض که فرانسیسکو خنتو از سال ۱۹۵۵ تا ۱۹۶۹ عضو یک تیم ملی بوده و در آن دوران ۱۴ ساله بازی کرده، صحیح نیست. او در این دوران عضو باشگاه رئال مادرید بود.,False
کدام بازیگر فیلم حیات در سال ۲۰۱۰ در فیلم شاهزاده ایران شن های زمان شخصیت اصلی را بر عهده داشت است ؟,جیک جیلنهال,"<Think>بازیگر نقش اصلی فیلم شاهزاده ایران شن های زمان (2010) جک جیلنهال است. او همچنین در فیلم حیات (2017) نیز بازی کرده است.</Think>
<ANSWER>جیک جیلنهال</ANSWER>",1157,جیک جیلنهال,True
یکی از بازیگران فیلم حیات که بازیگری را در ده سالگی شروع کرد، در سال ۲۰۰۴ چه فیلمی بازی کرده است ؟,روز پس از فردا,"<Think>فیلم ""حیات"" (The Life) یک فیلم ایرانی به کارگردانی غلامرضا رمضانی است که در سال ۱۳۸۴ (۲۰۰۵ میلادی) اکران شد. یکی از بازیگران اصلی و کودک این فیلم باران کوثری است. باران کوثری متولد سال ۱۳۶۴ (۱۹۸۵ میلادی) است و در سال ۱۳۷۱ (۱۹۹۲ میلادی) در فیلم ""نرگس"" بازیگری را آغاز کرد که در آن زمان ۷ ساله بود. بنابراین، اگرچه او دقیقاً در ده سالگی بازیگری را شروع نکرده، اما از کودکی وارد این حرفه شده و یکی از بازیگران جوان فیلم ""حیات"" است.
در سال ۲۰۰۴ میلادی (۱۳۸۳ شمسی)، باران کوثری در چند اثر حضور داشت. از جمله فیلم تلویزیونی ""برگ برنده"" و فیلم سینمایی ""خواب تلخ"" که اکران آن در سال ۲۰۰۵ بود اما تولید آن در سال ۲۰۰۴ یا قبل از آن صورت گرفته بود.
با توجه به اینکه ""برگ برنده"" یک اثر تلویزیونی مشخصاً مربوط به سال ۲۰۰۴ است، این گزینه مناسب‌تر است.</Think>
<ANSWER>برگ برنده</ANSWER>",58,برگ برنده,False
نام یکی از بازیگران فیلم حیات که در فیلمی در سال 2005 در نقش یک تکاور بازی می کرد چیست ؟,جیک جیلنهال,"<Think>فیلم حیات (Life) محصول سال ۲۰۱۷ با بازیگرانی چون جیک جیلنهال، رایان رینولدز و ربکا فرگوسن شناخته شده است. به دنبال بازیگری در این لیست می‌گردیم که در سال ۲۰۰۵ در نقش یک «تکاور» بازی کرده باشد. جیک جیلنهال در سال ۲۰۰۵ در فیلم ""Jarhead"" (جارهد) بازی کرد که در آن نقش یک تفنگدار دریایی (Marine) آمریکایی را ایفا می‌کرد. تفنگداران دریایی اغلب به عنوان نیروهای ویژه یا تکاور شناخته می‌شوند.</Think>
<ANSWER>جیک جیلنهال</ANSWER>",62,جیک جیلنهال,True
دفتر اصلی شرکت چینی که تلفن هوشمند هواوی آنر ۴سی را تحت برند آنر عرضه کرده در کدام شهر است ؟,شنژن,"<Think>شرکت چینی که تلفن هوشمند هواوی آنر ۴سی را تحت برند آنر عرضه کرده، شرکت هواوی است. دفتر اصلی شرکت هواوی در شهر شنژن قرار دارد.</Think>
<ANSWER>شنژن</ANSWER>",64,شنژن,True
آیا فیلیپ تورتون در شهر تاریخی ای که مرکز نورماندی بود متولد شده است ؟,بله,<ANSWER>بلی</ANSWER>,72,بلی,True
سابقه ی یک سوغات اصفهان که از صنایع دستی محسوب میشود حدود چند سال است ؟,پنج هزار سال,"<Think>یکی از سوغات‌های معروف و صنایع دستی اصفهان قلمکاری است. قدمت هنر قلمکاری به چندین قرن پیش بازمی‌گردد و برخی منابع آن را به دوران مغول یا حتی پیش از آن نسبت می‌دهند، در حالی که اوج شکوفایی آن در دوره صفویه بوده است. بنابراین، سابقه آن بیش از چند صد سال است.</Think>
<ANSWER>چندین قرن</ANSWER>",74,چندین قرن,False
 محصولی که چهارمین محصول کشاورزی کشت شده در جهان بوده و در آن نیکوتین وجود دارد چه نام دارد ؟,سیب زمینی,"<Think>نیکوتین ماده‌ای است که به طور طبیعی در گیاه تنباکو (توتون) وجود دارد. تنباکو یکی از چهار محصول کشاورزی پرکشت در جهان است.</Think>
<ANSWER>تنباکو</ANSWER>",75,تنباکو,False
شرکت عرضه کننده بازی های فال اوت و الدر اسکورولز که بازی رستاخیز را هم عرضه کرده است چه نام دارد ؟,بتزدا,"<Think>شرکت بتسدا سافت‌ورکس (Bethesda Softworks) ناشر سری بازی‌های فال‌اوت و الدر اسکورولز است. همچنین، بازی رستاخیز (RAGE) نیز توسط بتسدا سافت‌ورکس عرضه شده است.</Think>
<ANSWER>بتسدا سافت‌ورکس</ANSWER>",86,بتسدا سافت‌ورکس,True
شرکت زیر مجموعه ماکروسافت که بازی رستاخیز را برای ویندوز، اکس باکس و پلی استیشن عرضه کرده است چه نام دارد ؟,بتزدا,"<Think>بازی مورد نظر ""رستاخیز"" نام دارد که در انگلیسی به معنای ""Resurrected"" است. شرکت اکتیویژن بلیزارد که توسعه‌دهنده و ناشر بازی Diablo II: Resurrected است، از زیرمجموعه‌های مایکروسافت محسوب می‌شود. این بازی برای پلتفرم‌های ویندوز، ایکس‌باکس و پلی‌استیشن عرضه شده است.</Think>
<ANSWER>اکتیویژن بلیزارد</ANSWER>",88,اکتیویژن بلیزارد,False
آیا ماکروسافت شرکت منتشر کننده بازی رستاخیز را در سال ۲۰۲۰ خریداری کرده است ؟,بله,"<Think>بازی رستاخیز (Doom) توسط بتسدا سافت‌ورکز منتشر شده است. شرکت مایکروسافت در سال ۲۰۲۰، شرکت زنی‌مکس مدیا، که شرکت مادر بتسدا سافت‌ورکز است، را خریداری کرد.</Think>
<ANSWER>بلی</ANSWER>",90,بلی,True
در جنگی که آنه فرانک در آن کشته شد حدود چند نفر کشته شدند ؟,۷۰ تا ۸۵ میلیون,"<Think>آنه فرانک در طول جنگ جهانی دوم و در اردوگاه برگن بلزن درگذشت. جنگ جهانی دوم یکی از مرگبارترین درگیری‌های تاریخ بشر بود. تعداد کشته‌شدگان در این جنگ بسیار زیاد است و شامل نظامیان و غیرنظامیان می‌شود.</Think>
<ANSWER>حدود ۷۰ تا ۸۵ میلیون نفر</ANSWER>",113,حدود ۷۰ تا ۸۵ میلیون نفر,True
چند کشور جهان در جنگی که آنه فرانک در آن کشته شد درگیر شدند ؟,30 کشور,"<Think>آنه فرانک در جنگ جهانی دوم کشته شد. جنگ جهانی دوم تقریباً تمام قدرت‌های بزرگ جهان را درگیر کرد که به دو ائتلاف متخاصم تقسیم شده بودند: متفقین و نیروهای محور. این جنگ گسترده‌ترین جنگ در تاریخ بشر بود که بیش از ۱۰۰ میلیون نفر را درگیر کرد. تقریباً تمامی کشورهای جهان به نوعی در آن درگیر بودند.</Think>
<ANSWER>بسیاری از کشورهای جهان</ANSWER>",114,بسیاری از کشورهای جهان,False
عنصر اصلی ماده ای که پودر سنگ از آن بر اثر نیروی سایش یخچال ها بر کف یخچال به وجود می‌آید چیست ؟,سلیس,"<Think>پودر سنگ (glacial flour) بر اثر سایش یخچال‌ها بر سنگ بستر به وجود می‌آید. سنگ‌های پوسته زمین عمدتاً از کانی‌های سیلیکاتی تشکیل شده‌اند. عنصر اصلی در کانی‌های سیلیکاتی، سیلیسیم است.</Think>
<ANSWER>سیلیسیم</ANSWER>",118,سیلیسیم,False
کدام یک از فیلم هایی که موسیقی آن در استودیو بل ضبط شده است در روزهای دوشنبه پخش می شد ؟,سربداران,"<Think>استودیو بل (Bell Sound Studios) یکی از استودیوهای ضبط معروف در نیویورک بود. موسیقی بسیاری از فیلم‌ها و برنامه‌های تلویزیونی در آنجا ضبط شده است. سریال «منطقه گرگ و میش» (The Twilight Zone) که موسیقی آن در استودیو بل ضبط شد، در دوره‌هایی در روزهای دوشنبه نیز پخش می‌شد.</Think>
<ANSWER>منطقه گرگ و میش</ANSWER>",134,منطقه گرگ و میش,False
نوسینده کدام یک از فیلم هایی که در استودیو  بل ضبط شده است کیهان رهگذار بوده است ؟,بله,"<Think>نویسنده مورد نظر کیهان رهگذار است. باید فیلم‌هایی که او نویسندگی کرده و در استودیو بل ضبط شده‌اند را بررسی کنم. فیلم ""آهوی وحشی"" یکی از آثاری است که کیهان رهگذار نویسندگی آن را بر عهده داشته و در استودیو بل ضبط شده است.</Think>
<ANSWER>آهوی وحشی</ANSWER>",133,آهوی وحشی,False
پادشاه افغانی که سد سرده در زمان آن ساخته شد به مدت چند سال بر افغانستان حمک فرمایی کرد ؟,چهل سال,"<Think>سد سرده در زمان پادشاهی محمد ظاهرشاه ساخته شد. محمد ظاهرشاه از سال ۱۹۳۳ تا ۱۹۷۳ میلادی بر افغانستان حکومت کرد. مدت حکومت او ۴۰ سال بود.</Think>
<ANSWER>۴۰ سال</ANSWER>",144,۴۰ سال,True
آیا پادشاه افغانی که سد سرده در زمان آن ساخته شد توانست دوره‌ای از صلح پایدار را در افغانستان برقرار کند ؟,بله,"<Think>سد سرده در دوره پادشاهی محمد ظاهر شاه ساخته شد. دوران پادشاهی محمد ظاهر شاه (۱۹۳۳-۱۹۷۳) به مدت چهل سال، به عنوان یکی از باثبات‌ترین و صلح‌آمیزترین دوره‌های تاریخ معاصر افغانستان شناخته می‌شود.</Think>
<ANSWER>بلی</ANSWER>",1128,بلی,True
در جشنواره ای که نخستین نمایش فیلم اگر سنگ از آسمان ببارد در آن انجام شد چه کسی رئیس هیئت داوران بود ؟,جرج میلر,"<Think>فیلم ""اگر سنگ از آسمان ببارد"" نخستین بار در بیست و پنجمین جشنواره بین‌المللی فیلم برلین در سال ۱۹۷۵ به نمایش درآمد. رئیس هیئت داوران این جشنواره در آن سال سیلویا سیمز بود.</Think>
<ANSWER>سیلویا سیمز</ANSWER>",147,سیلویا سیمز,False
در جشنواره ای که نخستین نمایش فیلم اگر سنگ از آسمان ببارد در آن انجام شد شهاب حسینی جایزه بهترین بازیگر نقش اول مرد را دریافت کرد ؟,بله,"<Think>فیلم «اگر سنگ از آسمان ببارد» ساخته محمدعلی سجادی است. شهاب حسینی در این فیلم بازی نکرده است و بنابراین نمی‌توانست جایزه بهترین بازیگر مرد را برای آن دریافت کند.</Think>
<ANSWER>خیر</ANSWER>",11148,خیر,False
بازیگر نقش اصلی فیلم تنر هال در کدام فیلم به همراه کیت بلانشت نقش آفرینی کرده است ؟,کوچه کابوس,"<Think>بازیگر نقش اصلی فیلم ""تنر هال"" رونی مارا است. رونی مارا در فیلم ""کارول"" به همراه کیت بلانشت نقش آفرینی کرده است.</Think>
<ANSWER>کارول</ANSWER>",151,کارول,False
کدام بازیگر فیلم تریپل اکس موسیقی‌دان اهل ایالات متحده آمریما است ؟,ایو,"<Think>فیلم ""تریپل اکس"" شامل بازیگرانی است که موسیقی‌دان نیز هستند. برای مثال، ایو (Eve) که در این فیلم بازی کرده، یک خواننده رپ و بازیگر آمریکایی است.</Think>
<ANSWER>ایو</ANSWER>",161,ایو,True
آیا کارگردان دو فیلم استخراج و ماشین پلیس جان واتس می باشد ؟,خیر,<ANSWER>خیر</ANSWER>,166,خیر,True
کارگردان فیلم استخراج از چه سالی مشغول به فعالیت است ؟,2005,"<Think>کارگردان فیلم استخراج (۲۰۲۰) سام هارگریو است. او از سال ۲۰۰۵ در صنعت سینما فعالیت می‌کند، ابتدا به عنوان بدلکار و هماهنگ‌کننده بدلکاری.</Think>
<ANSWER>سال ۲۰۰۵</ANSWER>",167,سال ۲۰۰۵,True
آیا ایو و استیون سی میلر هر دو آمریکایی هستند ؟,بله,<ANSWER>بلی</ANSWER>,1158,بلی,True
کارگردان دو فیلم پرومتئوس و مجموعه فیلم بیگانه چه کسی می باشد ؟,ریدلی اسکات,<ANSWER>ریدلی اسکات</ANSWER>,241,ریدلی اسکات,True
آیا قورباغه ها و مارمولک‌ها هر دو از راسته بی‌دمان هستند ؟,خیر,"<Think>قورباغه‌ها از راسته بی‌دمان (Anura) هستند. اما مارمولک‌ها از راسته پولک‌داران (Squamata) هستند و نه از راسته بی‌دمان.</Think>
<ANSWER>خیر</ANSWER>",238,خیر,True
کدام زبان برنامه نویسی که توسط بلوفیش پشتیبانی می شود از لحاظ نحو شبیه به سی‌شارپ است ؟,والا,<ANSWER>جاوا</ANSWER>,233,جاوا,False
در کدام کتاب از سردبیر مجله کارنامه از حسین پاینده به عنوان منتقدی که به پیش برد نقد ادبی یاری رسانده یاد شده است ؟,باغ در باغ,"<Think>سردبیر مجله کارنامه هوشنگ گلشیری بود. یکی از کتاب‌های مجموعه مقالات و نوشته‌های او «باغ در باغ» نام دارد. در این کتاب، گلشیری به نقد ادبی و شخصیت‌های مرتبط با آن پرداخته است.</Think>
<ANSWER>باغ در باغ</ANSWER>",239,باغ در باغ,True
آیا نویسنده کتاب باغ در باغ از تأثیرگذارترین داستان‌نویسان معاصر زبان فارسی بوده است ؟,بله,<ANSWER>بلی</ANSWER>,2333,بلی,True
مجله ای که پل جرج کلبنیکوف به مدت ده سال برای آن کار می کرد توسط چه کسی تاسیس شد ؟,بیسی فوربز,"<Think>پل جرج کلبنیکوف به مدت ده سال برای مجله فوربس کار می کرد. مجله فوربس توسط بی. سی. فوربس (B. C. Forbes) تأسیس شد.</Think>
<ANSWER>بی. سی. فوربس</ANSWER>",203,بی. سی. فوربس,True
از بین نگاناسان‌ها و مردم انتس جمعیت کدام کمتر است ؟,انتس,"<Think>برای مقایسه جمعیت نگاناسان‌ها و مردم انتس، به داده‌های سرشماری‌های موجود مراجعه می‌کنیم. نگاناسان‌ها یکی از گروه‌های بومی در شمال سیبری هستند که جمعیت آن‌ها در سرشماری سال ۲۰۱۰ روسیه حدود ۷۰۰ نفر گزارش شده است. مردم انتس نیز از گروه‌های بومی شمال سیبری هستند که جمعیت آن‌ها در سرشماری سال ۲۰۱۰ روسیه حدود ۲۲۷ نفر و در سرشماری سال ۲۰۲۱ حدود ۳۵۱ نفر گزارش شده است. بنابراین، جمعیت مردم انتس کمتر از نگاناسان‌ها است.</Think>
<ANSWER>مردم انتس</ANSWER>",199,مردم انتس,False
آیا شغل اصلی نگاناسان‌ها و مردم انتس دامپروری در گله‌های گوزن شمالی می‌باشد ؟,بله,"<Think>نگاناسان‌ها و مردم انتس گروه‌های بومی هستند که در مناطق شمالی سیبری زندگی می‌کنند. دامپروری گوزن شمالی به طور سنتی بخش مهمی از زندگی و اقتصاد بسیاری از مردمان بومی این منطقه، از جمله این گروه‌ها، بوده است.</Think>
<ANSWER>بلی</ANSWER>",1999,بلی,True
آیا نگاناسان‌ها و مردم انتس هر دو به زبان نگاناسانی تکلم می کنند ؟,خیر,"<Think>نگاناسان‌ها به زبان نگاناسانی صحبت می‌کنند. مردم انتس به زبان انتس صحبت می‌کنند، که زبانی مجزا از زبان نگاناسانی است، اگرچه هر دو از خانواده زبان‌های اورالی هستند.</Think>
<ANSWER>خیر</ANSWER>",1199,خیر,True
آیا نگاناسان‌ها و مردم انتس هر دو نزدیک به مدار قطب شمال به‌سر می‌برند ؟,خیر,<ANSWER>بلی</ANSWER>,11099,بلی,False
